མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
བྱང་ཆུབ་སྤྱོད་པའི་སྒྲོན་མ་ཞེས་བྱ་བ།,1696,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།《པེ་》༄། བྱང་ཆུབ་སྤྱོད་པའི་སྒྲོན་མ་ཞེས་བྱ་བ་བཞུགས་སོ།།
,,3,2,《པེ་》《སྣར་》,བྷོ།
,,4,3,《པེ་》《སྣར་》,པཾ།
,,5,4,《པེ་》《སྣར་》,གིས།
,1697,6,1,《པེ་》《སྣར་》,གཤགས།
,,7,2,《པེ་》《སྣར་》,དོན།
,,8,3,《པེ་》《སྣར་》,ལ།
,,9,4,《པེ་》《སྣར་》,ཚ་ཚ།
,,10,5,《པེ་》《སྣར་》,བསྙམས།
,,11,6,《པེ་》《སྣར་》,སྤྱོད།
,,12,7,《པེ་》《སྣར་》,ཤྲིས།
,1698,13,1,《པེ་》《སྣར་》,ལོཙྪ།
