མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,དཔར་མ།,མཆན། ,
,,2,,,,
,168,3,1,《པེ་》《སྣར་》,གཅིག,
,,4,2,《པེ་》《སྣར་》,ཐ།,
,,5,3,《པེ་》《སྣར་》,ལ།,
,,6,4,《པེ་》《སྣར་》,pཔ།,
,,7,5,《པེ་》《སྣར་》,དུར།,
,,8,6,《པེ་》《སྣར་》,སྒྲིལ།,
,,9,7,《པེ་》《སྣར་》,བཏིག,
,,10,8,《པེ་》《སྣར་》,mཡུངས་ཀར་དང་།,
,,11,9,《པེ་》《སྣར་》,བཏབ།,
,,12,10,《པེ་》《སྣར་》,རྨང་།,
,,13,11,《པེ་》《སྣར་》,རྡོལ།,
,,14,12,《པེ་》《སྣར་》,བླུད།,
,,15,13,《པེ་》《སྣར་》,བཏང་།,
,,16,14,《པེ་》《སྣར་》,mཀླུ།,
