མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
འཕགས་པ་ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས།,50,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》,pབཞུགས་སོ། །
,51,4,1,《པེ་》,དྷརྨ།
,,5,2,《པེ་》,mཀྱི།
,,6,3,《པེ་》,བཞུགས།
