མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས།,1695,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།,
,,3,2,《པེ་》,སྒྲུབས།,
,,4,3,《པེ་》,རྣམས།,
,,5,4,《པེ་》,བསྒྲུབ་པ་བརྩམས།,《སྣར་》,སྒྲུབ་པ་བརྩམས།
,,6,5,《པེ་》《སྣར་》,mགཞག །ཁ་ཤར།,
,,7,6,《པེ་》《སྣར་》,ཀྱིས།,
,,8,7,《པེ་》《སྣར་》,གྱིས།,
,,9,8,《པེ་》《སྣར་》,སཱ་མུ་ས་ཤ་ལ་ཏྲི་ཤུ།,
,,10,9,《པེ་》《སྣར་》,ཏྲུཾ་ནརྒྷ་ད་ཡ་ནརྒྷ་ད།,
,1696,11,1,《པེ་》《སྣར་》,pཨོཾ་མ་ཧཱ་ཀཱ་ལ་ཧ་ན་ཧ་ན་བཛྲ་ཎ་མ་མ་ཀརྱཾ་ཀུ་རུ་ཀུ་རུ་སྭཱ་ཧཱ། ཞེས་འབུམ་ཕྲག་གཉིས་བཟླས་པར་བྱའོ། །,
,,12,2,《པེ་》《སྣར་》,དད།,
,,13,3,《པེ་》《སྣར་》,mཧ།,
,,14,4,《པེ་》《སྣར་》,pརྡོ་རྗེ།,
,,15,5,《པེ་》《སྣར་》,སྒྲུབ།,
