མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
འཕགས་པ་རྗེ་བཙུན་འཇམ་དཔལ་གྱི་དོན་དམ་པའི་བསྟོད་པ།,242,2,1,《སྣར་》,འཕགས་པ་རྗེ་བཙུན་འཇམ་དཔལ་གྱི་དོན་དམ་པའི་བསྟོད་པ།,,,,,མཚན་བྱང་འདི་《པེ་》《སྣར་》ལྟར་བཀོད།
,,3,2,《སྣར་》,བ།
,,4,3,《པེ་》《སྣར་》,མཱརྠ།
,,5,4,《པེ་》《སྣར་》,བརྟེན།
,243,6,1,《པེ་》《སྣར་》,བསྟེན།
,,7,2,《པེ་》,mཆེན་པོ།
