མཚན་བྱང། ,ཤོག་གྲངས།,1,མཆན་གྲངས།,དཔར་མ། ,མཆན། 
,126,2,1,《པེ་》《སྣར་》,སམ།
,,3,2,《པེ་》《སྣར་》,སྙེད།
,,4,3,《པེ་》《སྣར་》,mབཅས་པ།
,,5,4,《པེ་》《སྣར་》,མོས།
,,6,5,《པེ་》《སྣར་》,གཅིག
,,7,6,《པེ་》《སྣར་》,གི།
,,8,7,《པེ་》《སྣར་》,བར།
,,9,8,《པེ་》《སྣར་》,སྒྲུབ།
,,10,9,《པེ་》《སྣར་》,བྱད།
