མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
པདྨ་གཤིན་རྗེ་གཤེད་ཤེས་རབ་བདེ་བ་ཅན་གྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,246,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》༄། །པདྨ་གཤིན་རྗེ་གཤེད་ཤེས་རབ་བདེ་བ་ཅན་གྱི་སྒྲུབ་ཐབས་བཞུགས་སོ།།
,,3,2,《པེ་》《སྣར་》,mཡ།
,,4,3,《པེ་》《སྣར་》,བའི།
,,5,4,《པེ་》,བལྟར།
,247,6,1,《པེ་》《སྣར་》,བསྲུང་།
,,7,2,《པེ་》《སྣར་》,མནབ།
,,8,3,《པེ་》《སྣར་》,དགྲོལ།
,,9,4,《པེ་》《སྣར་》,དྷྲིཀ
,,10,5,《པེ་》《སྣར་》,བདག
,,11,6,《པེ་》,ཡིས།
