མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས།,1692,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། ༧༄༅། །དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་བཞུགས་སྷོ།།,
,,3,2,《པེ་》《སྣར་》,mསྐུ།,
,,4,3,《པེ་》《སྣར་》,འགྲེང་བ།,
,,5,4,《པེ་》《སྣར་》,བཙིགས།,
,,6,5,《པེ་》《སྣར་》,འཛག,
,,7,6,《པེ་》,ལྟར།,
,,8,7,《པེ་》《སྣར་》,mདང་།,
,1693,9,1,《པེ་》《སྣར་》,ལྔས།,
,,10,2,《པེ་》《སྣར་》,ཤ།,
,,11,3,《པེ་》《སྣར་》,རཱ།,
,,12,4,《པེ་》,མུཀྚ།,《སྣར་》,མུཀྲ།
,,13,5,《པེ་》《སྣར་》,ན།,
,,14,6,《པེ་》《སྣར་》,མཱ།,
,,15,7,《པེ་》《སྣར་》,m྅།,
,,16,8,《པེ་》《སྣར་》,སི་ཏྭྃ་པྲི་ཏ།,
,,17,9,《པེ་》《སྣར་》,པོ་ད་ཧ།,
,,18,10,《པེ་》《སྣར་》,ཏྲི་ཡཱ་པ།,
,,19,11,《པེ་》《སྣར་》,མཱཥྚྃ་ཁ།,
,,20,12,《པེ་》《སྣར་》,mཁ།,
,,21,13,《པེ་》《སྣར་》,རཱ་མ་རཱ།,
,,22,14,《པེ་》《སྣར་》,མ་རཱ།,
,,23,15,《པེ་》《སྣར་》,སརྦ་བྷུ།,
,,24,16,《པེ་》《སྣར་》,ཙོ།,
,,25,17,《པེ་》《སྣར་》,ལིཾ།,
,,26,18,《པེ་》《སྣར་》,སྒྲུབ།,
,,27,19,《པེ་》《སྣར་》,mམ།,
,,28,20,《པེ་》《སྣར་》,བསྐུལ།,
,,29,21,《པེ་》《སྣར་》,རྟོག།,
,,30,22,《པེ་》《སྣར་》,བསྒྲུབ།,
