མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,དཔར་མ།,མཆན།
,187,2,1,《པེ་》《སྣར་》,བླུད།
,,3,2,《པེ་》《སྣར་》,དྲངས་པ།
,,4,3,《པེ་》《སྣར་》,སྟེངས་པ།
,,5,4,《པེ་》《སྣར་》,དྲག
,,6,5,《པེ་》《སྣར་》,བསྐྱེད།
,,7,6,《པེ་》《སྣར་》,རྫེས།
,,8,7,《པེ་》《སྣར་》,ཤུལ།
,,9,8,《པེ་》《སྣར་》,འབུལ།
,188,10,1,《པེ་》《སྣར་》,སྒྲོག
,,11,2,《པེ་》《སྣར་》,པ།
,,12,3,《པེ་》《སྣར་》,ཅན།
,,13,4,《པེ་》《སྣར་》,མནན།
,,14,5,《པེ་》《སྣར་》,པ།
,,15,6,《པེ་》《སྣར་》,གདེངས།
,,16,7,《པེ་》《སྣར་》,པ།
,189,17,1,《པེ་》《སྣར་》,དང་།
