མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོའི་སྒྲུབ་ཐབས།,1397,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།《པེ་》《སྣར་》ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོའི་སྒྲུབ་ཐབས་བཞུགས་སོ།།,
,,3,2,《པེ་》《སྣར་》,ཏཱ་ཧྲིཏ།,
,,4,3,《པེ་》《སྣར་》,བྷ།,
,,5,4,《པེ་》《སྣར་》,གྱིས།,
,,6,5,《པེ་》《སྣར་》,རིག,
,,7,6,《པེ་》《སྣར་》,ཆ་མཉམ་སྟེ།,
,1398,8,1,《པེ་》《སྣར་》,བརྒྱ་བསྔགས།,
,,9,2,《པེ་》《སྣར་》,པས་བདེན།,
,,10,3,《སྣར་》,དྲངས།,
,,11,4,《པེ་》《སྣར་》,བའི་སྲས་བཅས།,
,,12,5,《པེ་》《སྣར་》,བསྲེགས།,
,,13,6,《པེ་》,ཧཱུ་ལུ་ག,《སྣར་》,ཧཱུཾ་ལུ་ག
,,14,7,《པེ་》,བརྙན།,《སྣར་》,བསྙན།
,,15,8,《པེ་》《སྣར་》,གིས།,
,1399,16,1,《པེ་》《སྣར་》,དང་།,
,,17,2,《པེ་》《སྣར་》,ལ།,
,,18,3,《པེ་》《སྣར་》,སྔོ།,
,,19,4,《པེ་》《སྣར་》,ཀྱང་སྐྱོབས།,
,,20,5,《པེ་》《སྣར་》,ཀྱི།,
,,21,6,《པེ་》《སྣར་》,འདུལ།,
,,22,7,《པེ་》《སྣར་》,བྷའི།,
,,23,8,《པེ་》《སྣར་》,ཏ།,
,,24,9,《པེ་》《སྣར་》,mཉིད།,
,,25,10,《པེ་》《སྣར་》,རིམས་ཀྱིས།,
,1400,26,1,《པེ་》《སྣར་》,འཕྲོས་འདུས།,
,,27,2,《པེ་》《སྣར་》,ཨ།,
,,28,3,《པེ་》《སྣར་》,སྟེང་དུ།,
,,29,4,《པེ་》《སྣར་》,ཧྲི།,
,,30,5,《པེ་》《སྣར་》,དགྱེས།,
,,31,6,《པེ་》,རྒྱན།,《སྣར་》,གྱིས་རྒྱན།
,,32,7,《པེ་》《སྣར་》,བསིལ།,
,,33,8,《པེ་》《སྣར་》,གཙུགས།,
,1401,34,1,《པེ་》《སྣར་》,སྔགས།,
,,35,2,《པེ་》《སྣར་》,པ།,
,,36,3,《པེ་》《སྣར་》,པ།,
,,37,4,《པེ་》《སྣར་》,དག,
,,38,5,《པེ་》《སྣར་》,ཀྱི།,
,,39,6,《པེ་》《སྣར་》,སྦྱང་།,
,,40,7,《པེ་》《སྣར་》,བསྟེན།,
,,41,8,《པེ་》《སྣར་》,ཡི།,
,,42,9,《པེ་》《སྣར་》,པ།,
,,43,10,《པེ་》《སྣར་》,ལོཙྪ།,
,1402,44,1,《པེ་》《སྣར་》,ཚ།,
