མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
ཉི་ཤུ་པའི་ཚིག་ལེའུར་བྱས་པ།,8,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད། 
,,3,2,《པེ་》《སྣར་》,ཀ
,,4,3,《པེ་》《སྣར་》,གི།
,,5,4,《སྣར་》,བུ།
,9,6,1,《པེ་》,ནི།
,,7,2,《སྣར་》,ཏེ།
,,8,3,《པེ་》,གིས།
,,9,4,《པེ་》《སྣར་》,ན།
,,10,5,《པེ་》《སྣར་》,གསོད།
,10,11,1,《ཅོ་》,ནི།
,,12,2,《པེ་》,རིགས།
,,13,3,《པེ་》《སྣར་》,དནྟེ།
,,14,4,《པེ་》《སྣར་》,ཡིས།
,,15,5,《པེ་》《སྣར་》,པའི།
,,16,6,《སྣར་》,mཡིན།
,,17,7,《པེ་》,ལནྡྲ།,,
