མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།,,,,,
༄༅། །ཆུ་གཏོར་གྱི་ཆོ་ག,181,2,1,《པེ་》,༄༅། །ཆུ་གཏོར་གྱི་ཆོ་ག་བཞུགས་སོ།།,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 
,,3,2,《པེ་》,སླུགས།,,,,,,
,182,4,1,《པེ་》,pསོར།,,,,,,(འདིར་གཡུང་དྲུང་ཞིག་ཡོད།)
,,5,2,《པེ་》,mཚད་མེད་པ་ཇི་ཙམ་འདོད་པ་ཡིད་ཚིམ་པ།,,,,,,(འདིར་གཡུང་དྲུང་ཞིག་ཡོད།)
,,6,3,《པེ་》,བཟླས།,,,,,,
,,7,4,《པེ་》,mམ།,,,,,,
,,8,5,《པེ་》,རྒྱུ།,,,,,,
,,,
,,,,,,
,,,
,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
