མཚན་བྱང་།,ཤོག་གྲངས།,1,མཚན་གྲངས།,པར་མ།,མཆན།,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,59,8,《པེ་》,རྩམ།
,,60,9,《པེ་》《སྣར་》,སྐྱོན།
,,61,10,《པེ་》《སྣར་》,ཆད།
,,62,11,《པེ་》《སྣར་》,ལོངས་སྤྱོད།
,,63,12,《པེ་》《སྣར་》,ཤེད་དམན་ཞུམ།
,,64,13,《སྣར་》,གཤེས།
,,65,14,《པེ་》《སྣར་》,མཉམ།
,,66,15,《པེ་》《སྣར་》,བསྒྲུབ།
,,67,16,《སྣར་》,བསྙས།
,,68,17,《པེ་》《སྣར་》,གྱིས་སྤྱས།
,,69,18,《པེ་》《སྣར་》,གཏོགས།
,28,70,1,《པེ་》《སྣར་》,གཉན།
,,71,2,《པེ་》《སྣར་》,བརྩེ།
,,72,3,《པེ་》《སྣར་》,པ།
,,73,4,《པེ་》《སྣར་》,ཨཱརྱའི།
,,74,5,《པེ་》《སྣར་》,འགོམ།
,,75,6,《པེ་》《སྣར་》,བཏགས།
,,76,7,《པེ་》《སྣར་》,སྤང་།
,,77,8,《པེ་》《སྣར་》,རྒྱོ།
,,78,9,《པེ་》《སྣར་》,རྒོད།
,,79,10,《པེ་》《སྣར་》,ཁ།
,,80,11,《པེ་》《སྣར་》,ཕྱིན།
,,81,12,《པེ་》《སྣར་》,གཡལ།
,,82,13,《སྣར་》,འཇིང་།
,,83,14,《པེ་》《སྣར་》,ལ།
,,84,15,《པེ་》《སྣར་》,སྤྲུ་སྟེ།
,,85,16,《པེ་》《སྣར་》,ཆུ།
,,86,17,《སྣར་》,ནུ།
,,87,18,《པེ་》《སྣར་》,ལྕི་མི་འདེགས།
,,88,19,《པེ་》《སྣར་》,མནན།
,,89,20,《པེ་》《སྣར་》,གཞན།
,29,90,1,《པེ་》《སྣར་》,༼དུས་གཞན།
,,91,2,《པེ་》《སྣར་》,བླུག
,,92,3,《པེ་》《སྣར་》,བསེར།
,,93,4,《པེ་》,བཏང་བ་དང་།,《སྣར་》,བཏང་བ་ལ།
,,94,5,《པེ་》《སྣར་》,རེང་།
,,95,6,《པེ་》《སྣར་》,པོར།
,,96,7,《པེ་》《སྣར་》,བསྐྱེད།
