མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,,,,,,,,,,,,,,,,,
ཆོས་མངོན་པའི་འགྲེལ་པ་གནད་ཀྱི་སྒྲོན་མ་ཞེས་བྱ་བ། ,997,2,1,《པེ་》《སྣར་》,ཆོས་མངོན་པའི་འགྲེལ་པ་གནད་ཀྱི་སྒྲོན་མ་ཕྱོགས་གླང་གིས་མཛད་པའོ། །,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། ,,,,,,,,,,,,,,,,
,,195,5,《པེ་》《སྣར་》,ཡུལ།,,,,,,,,,,,,,,,,,,,,,,
,,196,6,《སྣར་》,གཞི།,,,,,,,,,,,,,,,,,,,,,,
,1032,197,1,《པེ་》《སྣར་》,ལ་ལོ།,,,,,,,,,,,,,,,,,,,,,,
,,198,2,《པེ་》《སྣར་》,བྱའོ།,,,,,,,,,,,,,,,,,,,,,,
,,199,3,《པེ་》《སྣར་》,mདང་། དད་པ་ལ་སོགས་པ་བརྒྱད་གང་ཡིན་པ།,,,,,,,,,,,,,,,,,,,,,,
,,200,4,《པེ་》,བྱ།,,,,,,,,,,,,,,,,,,,,,,
,,201,5,《པེ་》《སྣར་》,བའི།,,,,,,,,,,,,,,,,,,,,,,
,,202,6,《པེ་》《སྣར་》,mཕྱིར།,,,,,,,,,,,,,,,,,,,,,,
,,203,7,《པེ་》《སྣར་》,mལ།,,,,,,,,,,,,,,,,,,,,,,
,1033,204,1,《སྣར་》,pཔ།,,,,,,,,,,,,,,,,,,,,,,
,,205,2,《པེ་》《སྣར་》,mདབང་པོ།,,,,,,,,,,,,,,,,,,,,,,
,,206,3,《པེ་》《སྣར་》,རྟེན།,,,,,,,,,,,,,,,,,,,,,,
,1034,207,1,《པེ་》《སྣར་》,སོགས།,,,,,,,,,,,,,,,,,,,,,,
,,208,2,《སྣར་》,ན།,,,,,,,,,,,,,,,,,,,,,,
,,209,3,《པེ་》《སྣར་》,སྙེད།,,,,,,,,,,,,,,,,,,,,,,
,,210,4,《པེ་》《སྣར་》,pན།,,,,,,,,,,,,,,,,,,,,,,
,1035,211,1,《པེ་》《སྣར་》,mདང་།,,,,,,,,,,,,,,,,,,,,,,
,,212,2,《པེ་》《སྣར་》,སིམ།,,,,,,,,,,,,,,,,,,,,,,
,,213,3,《པེ་》《སྣར་》,ཀའི།,,,,,,,,,,,,,,,,,,,,,,
,,214,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,,,,,,,,,,,,,,,,,
,,215,5,《པེ་》《སྣར་》,pཔ།,,,,,,,,,,,,,,,,,,,,,,
,1036,216,1,《པེ་》《སྣར་》,mཡིན་པ།,,,,,,,,,,,,,,,,,,,,,,
,,217,2,《པེ་》《སྣར་》,mབ།,,,,,,,,,,,,,,,,,,,,,,
,,218,3,《པེ་》,mདང་།,,,,,,,,,,,,,,,,,,,,,,
,1037,219,1,《པེ་》《སྣར་》,pདག,,,,,,,,,,,,,,,,,,,,,,
,,220,2,《པེ་》《སྣར་》,mནོ།,,,,,,,,,,,,,,,,,,,,,,
,,221,3,《སྣར་》,ན།,,,,,,,,,,,,,,,,,,,,,,
,1038,222,1,《པེ་》,བ་མིན།;《སྣར་》,མིན།,,,,,,,,,,,,,,,,,,,,,
,,223,2,《པེ་》《སྣར་》,བརྫུས།,,,,,,,,,,,,,,,,,,,,,,
,,224,3,《པེ་》《སྣར་》,བརྫུས།,,,,,,,,,,,,,,,,,,,,,,
,,225,4,《པེ་》《སྣར་》,བརྫུས།,,,,,,,,,,,,,,,,,,,,,,
,,226,5,《སྣར་》,ཐོབ།,,,,,,,,,,,,,,,,,,,,,,
,,227,6,《པེ་》《སྣར་》,དེའི།,,,,,,,,,,,,,,,,,,,,,,
,1039,228,1,《པེ་》《སྣར་》,རྣམས།,,,,,,,,,,,,,,,,,,,,,,
,,229,2,《པེ་》《སྣར་》,འཐོབ།,,,,,,,,,,,,,,,,,,,,,,
,,230,3,《པེ་》《སྣར་》,གྱི།,,,,,,,,,,,,,,,,,,,,,,
,,231,4,《པེ་》《སྣར་》,གྱི།,,,,,,,,,,,,,,,,,,,,,,
,,232,5,《པེ་》,གྱིས།,,,,,,,,,,,,,,,,,,,,,,
,1040,233,1,《པེ་》《སྣར་》,འཐོབ།,,,,,,,,,,,,,,,,,,,,,,
,,234,2,《སྣར་》,རྣམ།,,,,,,,,,,,,,,,,,,,,,,
,,235,3,《པེ་》《སྣར་》,གྱི་འཐོབ།,,,,,,,,,,,,,,,,,,,,,,
,,236,4,《པེ་》《སྣར་》,འཐོབ།,,,,,,,,,,,,,,,,,,,,,,
,,237,5,《པེ་》《སྣར་》,པ།,,,,,,,,,,,,,,,,,,,,,,
,,238,6,《པེ་》《སྣར་》,འཐོབ།,,,,,,,,,,,,,,,,,,,,,,
,,239,7,《པེ་》《སྣར་》,འཐོབ།,,,,,,,,,,,,,,,,,,,,,,
,,240,8,《པེ་》《སྣར་》,འཐོབ།,,,,,,,,,,,,,,,,,,,,,,
,1041,241,1,《པེ་》《སྣར་》,mཉིད།,,,,,,,,,,,,,,,,,,,,,,
,,242,2,《པེ་》,ཞེས།;《སྣར་》,ཞེ།,,,,,,,,,,,,,,,,,,,,,
,,243,3,《པེ་》《སྣར་》,mདང་།,,,,,,,,,,,,,,,,,,,,,,
,,244,4,《སྣར་》,ཡིན།,,,,,,,,,,,,,,,,,,,,,,
,,245,5,《པེ་》《སྣར་》,གྱིས།,,,,,,,,,,,,,,,,,,,,,,
,,246,6,《པེ་》《སྣར་》,པ།,,,,,,,,,,,,,,,,,,,,,,
,,247,7,《པེ་》《སྣར་》,གིས།,,,,,,,,,,,,,,,,,,,,,,
,,248,8,《པེ་》《སྣར་》,pདང་།,,,,,,,,,,,,,,,,,,,,,,
,1042,249,1,《པེ་》《སྣར་》,སྒྲ་ནི།,,,,,,,,,,,,,,,,,,,,,,
,,250,2,《པེ་》《སྣར་》,བཟུང་།,,,,,,,,,,,,,,,,,,,,,,
,,251,3,《པེ་》《སྣར་》,mདེ།,,,,,,,,,,,,,,,,,,,,,,
,,252,4,《པེ་》,pདང་།,,,,,,,,,,,,,,,,,,,,,,
