མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
འཕགས་པ་སྒོ་དྲུག་པའི་གཟུངས།,3,2,1, ,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》,ལས།
,,4,3,《པེ་》,ཀྱིས།
,4,5,1,《པེ་》,pམི།
,,6,2,《པེ་》《སྣར་》《ཅོ་》,རིམ།
,,7,3,《པེ་》,པ།
,,8,4,《པེ་》《སྣར་》,བགེགས།
,,9,5,《པེ་》,pནི།
,,10,6,《སྣར་》,ནི།
,,11,7,《པེ་》,mཔ།
,,12,8,《པེ་》《སྣར་》,ལྟ།
,,13,9,《པེ་》,pལ་སོགས་པའི་ཀུན་ནས་ཉོན་མོངས་པ།
,5,14,1,《པེ་》《སྣར་》,རྟས།
,,15,2,《པེ་》,mབ།
,,16,3,《པེ་》,།།
,,17,4,《པེ་》,pའཇིག་རྟེན་པའམ།,,,,,,,
,,18,5,《པེ་》,གསུངས་པའི།,,,,,,,
,,19,6,《སྣར་》,ཅིག,,,,,,,
,,20,7,《སྣར་》,བལྟོས།,,,,,,,
,,21,8,《པེ་》《སྣར་》,ཚོགས།,,,,,,,
,,22,9,《པེ་》,mཀྱིས།,,,,,,,
,6,23,1,《པེ་》,དག,,,,,,,
,,24,2,《པེ་》,གིས།,,,,,,,
,,25,3,《པེ་》《སྣར་》,རིམ།,,,,,,(འདིའི་འོག་གི་གོ་རིམས་ཞེས་པའི་རིམས་རྣམས་《པེ་》《སྣར་》ལ་རིམ་ཞེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།),
,,26,4,《པེ་》,སྒྲིབ།,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
