མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
སེམས་ཀྱི་རྡོ་རྗེའི་བསྟོད་པ།,199,2,1,,མཚན་བྱང་འདི་《པེ་》《སྣར་》ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,བ།
,,4,3,《པེ་》《སྣར་》,ཀྱི།
,,5,4,《པེ་》《སྣར་》,རིམ།
,,6,5,《པེ་》《སྣར་》,གྱིས།
,,7,6,《པེ་》《སྣར་》,སྒོ།
,200,8,1,《པེ་》《སྣར་》,རྗེའི།
,,9,2,《པེ་》《སྣར་》,ཁེད་པར།
,,10,3,《པེ་》《སྣར་》,ལ།
,,11,4,《པེ་》,pམངྒ་ལཾ།
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
