མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
ཁྲོ་བོ་ཐོ་བ་གཤིན་རྗེ་གཤེད་ཀྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,237,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》,དགུག
,,4,3,《པེ་》《སྣར་》,འཇིགས།
,,5,4,《པེ་》《སྣར་》,བསྲུང་།
,238,6,1,《པེ་》《སྣར་》,m྅།
,,7,2,《པེ་》《སྣར་》,དྷིཀ
,,8,3,《པེ་》《སྣར་》,སོ།
,,9,4,《པེ་》《སྣར་》,ཀྱི།
,,10,5,《སྣར་》,སྐུལ།
,,11,6,《སྣར་》,mབ།
,,,,,
