མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
,,418,5,《པེ་》《སྣར་》,ཏྲི་ཏོ་སརྦྦ་སཏྭ་སྠི་སངྔྷི་མ་དད་ཏ་ཡ་ཐ་མུ་གཙྪ་དཾ་བྷུ་ཏ་བ་ཤ་ཡཾ་བུ་ར་ནན་མ་ཚ་མུ།
,,419,6,《པེ་》《སྣར་》,མངོན།
,,420,7,《པེ་》《སྣར་》,ཀྱི།
,,421,8,《པེ་》《སྣར་》,གྱི།
,91,422,1,《པེ་》《སྣར་》,pལྡན་པ།
,,423,2,《པེ་》《སྣར་》,mལ།
,,424,3,《པེ་》《སྣར་》,བྷ་ཤི།
,,425,4,《པེ་》《སྣར་》,ཞུས།
,,426,5,《པེ་》《སྣར་》,པའོ།།
,,,, 
