མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,194,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》༄། །གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས་བཞུགས་སོ།།
,,3,2,《པེ་》《སྣར་》,ར་སཱི།
,,4,3,《པེ་》《སྣར་》,བ།
,,5,4,《པེ་》《སྣར་》,ཡིད།
,195,6,1,《པེ་》《སྣར་》,བསྒེགས།
,,7,2,《པེ་》《སྣར་》,བརླབས།
,,8,3,《པེ་》《སྣར་》,མའི་བསྙེན་པ།
,,9,4,《སྣར་》,pས།
,,10,5,《པེ་》《སྣར་》,pཡེ་ཤེས།
,,11,6,《པེ་》《སྣར་》,ཀིརྟིས།
,,,,,
