མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
སངས་རྒྱས་རྗེས་སུ་དྲན་པའི་རྒྱ་ཆེར་འགྲེལ་པ།,882,2,1,《པེ་》,༄༅། །སངས་རྒྱས་རྗེས་སུ་དྲན་པའི་འགྲེལ་པ་དབྱིག་གཉེན་གྱིས་མཛད་པ་བཞུགས་སོ། །,《སྣར་》,༄༅། །སངས་རྒྱས་རྗེས་སུ་……མཛད་པ་བཞུགས་སོ། ,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 
,,3,2,《པེ་》《སྣར་》,ཀ,,,,,,
,883,4,1,《སྣར་》,པའི།,,,,,,
,,5,2,《པེ་》《སྣར་》,གསུང་བའི།,,,,,,
,884,6,1,《པེ་》《སྣར་》,ན།,,,,,,
,,7,2,《པེ་》《སྣར་》,འཐོབ།,,,,,,
,,8,3,《པེ་》《སྣར་》,pསུ།,,,,,,
,,9,4,《པེ་》《སྣར་》,mའགྲོ་བ་ནི།,,,,,,
,885,10,1,《སྣར་》,ཐོབས།,,,,,,
,,11,2,《པེ་》《སྣར་》,སྡོམ།,,,,,,
,886,12,1,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,13,2,《པེ་》《སྣར་》,སོ།,,,,,,
,887,14,1,《པེ་》《སྣར་》,འཕྲིན།,,,,,,
,,15,2,《པེ་》《སྣར་》,བསྒྱུར།,,,,,,
,,16,3,《པེ་》《སྣར་》,འཕྲིན།,,,,,,
,,17,4,《སྣར་》,ནི།,
,,18,5,《པེ་》《སྣར་》,པས།,
,,19,6,《སྣར་》,བསྐྱེད།,
,,20,7,《པེ་》《སྣར་》,གིས།,
,,21,8,《པེ་》《སྣར་》,བསྒྱུར།,
,,22,9,《པེ་》《སྣར་》,བསྒྱུར།,
,888,23,1,《པེ་》《སྣར་》,བསྒྱུར།,
,,24,2,《པེ་》《སྣར་》,བསྒྱུར།,
,,25,3,《པེ་》,འཕྲེང་།,
,,26,4,《པེ་》《སྣར་》,སྟེང་།,
,,27,5,《པེ་》《སྣར་》,གདུལ།,
,,28,6,《པེ་》《སྣར་》,mབ།,
,,29,7,《སྣར་》,ལས།,
,,30,8,《སྣར་》,བསྒྱུར།,
,,31,9,《པེ་》《སྣར་》,འཕྲིན།,
,,32,10,《པེ་》《སྣར་》,གྱིས།,
,889,33,1,《པེ་》《སྣར་》,འཕྲིན།,
,,34,2,《པེ་》《སྣར་》,བ།,
,,35,3,《སྣར་》,མཐར།,
,,36,4,《པེ་》《སྣར་》,གིས།,
,,37,5,《པེ་》《སྣར་》,སྤངས་པ།,
,890,38,1,《པེ་》《སྣར་》,ཏེ།,
,,39,2,《སྣར་》,པ།,
,,40,3,《སྣར་》,སྔོ།,
,891,41,1,《པེ་》《སྣར་》,mདེ།,
,,42,2,《པེ་》《སྣར་》,mནི།,
,,43,3,《པེ་》《སྣར་》,འཕངས།,
,,44,4,《པེ་》《སྣར་》,mབ།,
,,45,5,《པེ་》《སྣར་》,mའཁོར་བ།,
,892,46,1,《པེ་》《སྣར་》,mབ།,
,,47,2,《པེ་》《སྣར་》,པར།,
,,48,3,《པེ་》《སྣར་》,བརྒྱ།,
,,49,4,《པེ་》《སྣར་》,གྲུབ།,
,,50,5,《སྣར་》,གཏོར།,
,893,51,1,《པེ་》《སྣར་》,སྐྱེད།,
,,52,2,《པེ་》《སྣར་》,སྐྱེད།,
,,53,3,《པེ་》《སྣར་》,mལ།,
,,54,4,《པེ་》《སྣར་》,རྫི།,
,,55,5,《པེ་》《སྣར་》,དག་པའི།,
,,56,6,《པེ་》《སྣར་》,བསམ།,
,894,57,1,《པེ་》,སྐྱེད།,《སྣར་》,སྐྱེས།
,,58,2,《པེ་》,mའདས།,
,,59,3,《པེ་》,གྱི་མནོན།,
,,60,4,《པེ་》,འཕྲིན།,
,,61,5,《པེ་》《སྣར་》,ཀྱིས།,
,,62,6,《པེ་》《སྣར་》,རྫི།,
,895,63,1,《པེ་》,བསྔར།,
,,64,2,《པེ་》《སྣར་》,ལྷགས།,
,,65,3,《པེ་》《སྣར་》,ལྷགས།,
,,66,4,《པེ་》《སྣར་》,བསྐྱེད།,
,,67,5,《སྣར་》,སྒྲུབ།,
,,68,6,《པེ་》《སྣར་》,སྒྲུབ།,
,,69,7,《པེ་》《སྣར་》,བསྒྱུར་བ།,
,,70,8,《པེ་》《སྣར་》,བསྒྱུར།,
,,71,9,《པེ་》《སྣར་》,བས།,
,,72,10,《པེ་》《སྣར་》,pཔ།,
,896,73,1,《པེ་》《སྣར་》,བཀའ།,
,,74,2,《པེ་》《སྣར་》,རྟོགས།,
,,75,3,《པེ་》,གྱིས།,
,,76,4,《པེ་》,འཕྲིན།,
,,77,5,《པེ་》,འཕྲིན།,
,,78,6,《པེ་》,འཕྲིན།,
,,79,7,《པེ་》,འཕྲིན།,
,,80,8,《སྣར་》,གྱིས།,
,,81,9,《པེ་》《སྣར་》,གཟུང་།,
,,82,10,《པེ་》《སྣར་》,འཕྲིན།,
,897,83,1,《པེ་》,འཕྲིན།,
,,84,2,《པེ་》《སྣར་》,གཟུང་།,
,,85,3,《པེ་》,འཕྲིན།,
,,86,4,《པེ་》《སྣར་》,རྩོལ་བའི།,
,,87,5,《པེ་》《སྣར་》,mརྟེན་གྱི།,
,899,88,1,《པེ་》《སྣར་》,ཕངས།,
,,89,2,《པེ་》《སྣར་》,mརྣམ་པར།,
,,90,3,《པེ་》《སྣར་》,ལས།,
,,91,4,《པེ་》《སྣར་》,བས།,
,,92,5,《པེ་》《སྣར་》,སྡོམ།,
,,93,6,《པེ་》《སྣར་》,རྒལ།,
,900,94,1,《སྣར་》,འཕྲོག,
,,95,2,《པེ་》《སྣར་》,pལས།,
,,96,3,《པེ་》《སྣར་》,mཀྱི།,
,901,97,1,《སྣར་》,mསོ།,
,,98,2,《པེ་》《སྣར་》,བ།,
,,99,3,《པེ་》《སྣར་》,སྐུས།,
,902,100,1,《སྣར་》,རིག,
,,101,2,《པེ་》,འཕྲིན།,
,,102,3,《པེ་》《སྣར་》,ཞུས།,
,,,,,,,,,,
