མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
གནས་ཆེན་པོ་བརྒྱད་ཀྱི་མཆོད་རྟེན་ལ་བསྟོད་པ།,252,2,1,,མཚན་བྱང་འདི་གཞུང་ལས་བླངས་ཏེ་བཀོད།
,,3,2,《པེ་》《སྣར་》,སྠ།
,,4,3,《པེ་》《སྣར་》,ཏ།
,,5,4,《པེ་》《སྣར་》,པ།
,,6,5,《པེ་》《སྣར་》,པས།
,,7,6,《པེ་》《སྣར་》,བ་ར་ཎཱ་སི།
,,8,7,《པེ་》《སྣར་》,སེར།
,253,9,1,《པེ་》《སྣར་》,ཕུལ་ཞིང་།
,,10,2,《པེ་》《སྣར་》,དཀར།
,,11,3,《པེ་》,pཀྱི་ཞལ་སྔ་ནས།
