མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་བསྟོད་པ།,224,2,1,,མཚན་བྱང་འདི་གཞུང་ལས་བླངས་ཏེ་བཀོད།《པེ་》《སྣར་》pཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་བསྟོད་པ་བཞུགས་སོ།།,
,,3,2,《པེ་》《སྣར་》,ཏཾ།,
,,4,3,《པེ་》《སྣར་》,པའི།,
,,5,4,《པེ་》《སྣར་》,པ།,
,,6,5,《པེ་》《སྣར་》,གང་།,
,225,7,1,《པེ་》《སྣར་》,ཅིག,
,226,8,1,《པེ་》《སྣར་》,ཐོག,
,,9,2,《པེ་》《སྣར་》,གི།,
