མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
སུམ་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ།,3,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,པ།
,,4,3,《པེ་》《སྣར་》,རང་།
,4,5,1,《སྣར་》,དགྲོགས།
,,6,2,《པེ་》,ཚིག
,,7,3,《པེ་》《སྣར་》,རྒྱུར།
,,8,4,《པེ་》,གཉིས།
,,9,5,《པེ་》《སྣར་》,པའོ།
,,10,6,《པེ་》《སྣར་》,འམ།
,,11,7,《པེ་》,ཀྱིས།
,5,12,1,《སྣར་》,བརྟག
,,13,2,《པེ་》《སྣར་》,འགྱུར་བ།
,,14,3,《པེ་》《སྣར་》,སྲིད།
,6,15,1,《པེ་》《སྣར་》,དེ།
,,16,2,《པེ་》《སྣར་》,།། །།
,,17,3,《པེ་》《སྣར་》,mགྱིས།,,
,,18,4,《སྣར་》,ལོཙྪ།,,
