མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,,,,,,
,599,3235,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3236,2,《སྣར་》,སྲེད།,,,,,,
,,3237,3,《པེ་》《སྣར་》,ན།,,,,,,
,,3238,4,《པེ་》《སྣར་》,pདེའི་ཉེ་བར་སྤྱོད་པའི་རྣམ་པར་རིག་པ་དང་།,,,,,,
,600,3239,1,《སྣར་》,ཟབ་པ།,,,,,,
,,3240,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3241,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3242,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,601,3243,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3244,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3245,3,《པེ་》《སྣར་》,པར།,,,,,,
,,3246,4,《པེ་》《སྣར་》,pཞེས།,,,,,,
,,3247,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3248,6,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3249,7,《པེ་》《སྣར་》,སྙམ།,,,,,,
,,3250,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3251,9,《པེ་》《སྣར་》,mགྱིས།,,,,,,
,602,3252,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3253,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3254,3,《པེ་》《སྣར་》,དབྱེ་བ།,,,,,,
,,3255,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3256,5,《པེ་》《སྣར་》,mཡིད་ཀྱི།,,,,,,
,,3257,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3258,7,《པེ་》《སྣར་》,ཤེས།,,,,,,
,,3259,8,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3260,9,《པེ་》,དེ། དེའི།;《སྣར་》,དེ། དེ།,,,,,
,,3261,10,《པེ་》《སྣར་》,པོའི།,,,,,,
,,3262,11,《པེ་》《སྣར་》,གིས།,,,,,,
,,3263,12,《པེ་》《སྣར་》,དོ།།,,,,,,
,603,3264,1,《པེ་》《སྣར་》,བ།,,,,,,
,,3265,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,604,3266,1,《པེ་》《སྣར་》,བ།,,,,,,
,,3267,2,《པེ་》《སྣར་》,བསྡུ་སྟེ།,,,,,,
,,3268,3,《པེ་》《སྣར་》,mལ།,,,,,,
,,3269,4,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3270,5,《པེ་》《སྣར་》,mརྣམ་པར།,,,,,,
,,3271,6,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,3272,7,《པེ་》《སྣར་》,སྐྱེས།,,,,,,
,605,3273,1,《པེ་》《སྣར་》,བརྟག,,,,,,
,,3274,2,《པེ་》《སྣར་》,ཕྱིར།,,,,,,
,,3275,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3276,4,《པེ་》《སྣར་》,མི།,,,,,,
,606,3277,1,《སྣར་》,བརྟགས།,,,,,,
,,3278,2,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,3279,3,《པེ་》《སྣར་》,mདང་།,,,,,,
,,3280,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,3281,5,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,3282,6,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,3283,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,607,3284,1,《པེ་》《སྣར་》,བསམ།,,,,,,
,,3285,2,《པེ་》《སྣར་》,བཏོགས།,,,,,,
,,3286,3,《པེ་》《སྣར་》,བསམ།,,,,,,
,,3287,4,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3288,5,《པེ་》《སྣར་》,mགཉིས།,,,,,,
,,3289,6,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,3290,7,《པེ་》,ཡང་དག;《སྣར་》,ཡང་དོག,,,,,
,,3291,8,《པེ་》《སྣར་》,ལས།,,,,,,
,,3292,9,《པེ་》《སྣར་》,mདུ།,,,,,,
,608,3293,1,《པེ་》《སྣར་》,རྟག,,,,,,
,,3294,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,3295,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,3296,4,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,3297,5,《པེ་》《སྣར་》,གིས།,,,,,,
,,3298,6,《པེ་》《སྣར་》,pཀྱི།,,,,,,
,,3299,7,《པེ་》《སྣར་》,རིག,,,,,,
,,3300,8,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,3301,9,《པེ་》《སྣར་》,པ།,,,,,,
,,3302,10,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,3303,11,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,3304,12,《པེ་》《སྣར་》,mངོ་བོ།,,,,,,
,609,3305,1,《པེ་》《སྣར་》,pཔ།,,,,,,
,,3306,2,《པེ་》《སྣར་》,pལ།,,,,,,
,,3307,3,《པེ་》《སྣར་》,དོ།།,,,,,,
,,3308,4,《པེ་》《སྣར་》,རྟགས།,,,,,,
,,3309,5,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,3310,6,《པེ་》《སྣར་》,པའི།,,,,,,
,,3311,7,《སྣར་》,ལ།,,,,,,
,610,3312,1,《པེ་》《སྣར་》,དེ།,,,,,,
,,3313,2,《པེ་》《སྣར་》,pརིག་པར།,,,,,,
,,3314,3,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3315,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,611,3316,1,《པེ་》《སྣར་》,པ།,,,,,,
,,3317,2,《པེ་》《སྣར་》,mཔ།,,,,,,
,,3318,3,《པེ་》《སྣར་》,གིས།,,,,,,
,612,3319,1,《པེ་》《སྣར་》,mནི།,,,,,,
,,3320,2,《པེ་》《སྣར་》,pཔ།,,,,,,
,,3321,3,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,3322,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,3323,5,《པེ་》《སྣར་》,གི།,,,,,,
,,3324,6,《སྣར་》,འཛིན།,,,,,,
,,3325,7,《པེ་》《སྣར་》,གི།,,,,,,
,,3326,8,《པེ་》《སྣར་》,དཔེ།,,,,,,
,613,3327,1,《པེ་》《སྣར་》,གི།,,,,,,
,,3328,2,《པེ་》《སྣར་》,ན།,,,,,,
,,3329,3,《པེ་》《སྣར་》,mམི།,,,,,,
,,3330,4,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,614,3331,1,《པེ་》《སྣར་》,བུར།,,,,,,
,,3332,2,《པེ་》《སྣར་》,དེ།,,,,,,
,,3333,3,《སྣར་》,pཔོ།,,,,,,
,,3334,4,《པེ་》《སྣར་》,གྱི།,,,,,,
,615,3335,1,《པེ་》《སྣར་》,གྱིི།,,,,,,
,,3336,2,《པེ་》《སྣར་》,mགནས།,,,,,,
,,3337,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3338,4,《ཅོ་》,པར།,,,,,,
,,3339,5,《པེ་》《སྣར་》,གིས།,,,,,,
,,3340,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,616,3341,1,《པེ་》《སྣར་》,pཔ།,,,,,,
,,3342,2,《པེ་》《སྣར་》,བཞིར།,,,,,,
,,3343,3,《པེ་》《སྣར་》,མངོན་པར།,,,,,,
,,3344,4,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,3345,5,《པེ་》《སྣར་》,mཔར་གྱུར།,,,,,,
,,3346,6,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,3347,7,《པེ་》《སྣར་》,པ།,,,,,,
,,3348,8,《པེ་》《སྣར་》,ཆེ།,,,,,,
,617,3349,1,《པེ་》《སྣར་》,དུརྱ།,,,,,,
,,3350,2,《པེ་》《སྣར་》,དུརྱ།,,,,,,
,,3351,3,《པེ་》《སྣར་》,mམེ།,,,,,,
,,3352,4,《པེ་》《སྣར་》,mནི།,,,,,,
,,3353,5,《པེ་》《སྣར་》,pདུ།,,,,,,
,618,3354,1,《པེ་》《སྣར་》,རལ།,,,,,,
,,3355,2,《པེ་》《སྣར་》,རལ་དུ།,,,,,,
,,3356,3,《པེ་》《སྣར་》,དེ།,,,,,,
,,3357,4,《པེ་》《སྣར་》,བུ།,,,,,,
,,3358,5,《པེ་》《སྣར་》,འདི་ནི།,,,,,,
,,3359,6,《པེ་》《སྣར་》,pན།,,,,,,
,,3360,7,《པེ་》《སྣར་》,ཚོན།,,,,,,
,,3361,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,619,3362,1,《པེ་》《སྣར་》,གིས།,,,,,,
,,3363,2,《པེ་》《སྣར་》,mཔར་འཛིན།,,,,,,
,,3364,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,3365,4,《པེ་》,གྱིས།,,,,,,
,,3366,5,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,,3367,6,《པེ་》《སྣར་》,རལ།,,,,,,
,620,3368,1,《པེ་》《སྣར་》,གིས།,,,,,,
,,3369,2,《པེ་》《སྣར་》,pལྟ་བུར།,,,,,,
,,3370,3,《པེ་》《སྣར་》,རལ།,,,,,,
,,3371,4,《པེ་》《སྣར་》,mཔ་ལ་སོགས།,,,,,,
,,3372,5,《པེ་》《སྣར་》,སྦྱོར།,,,,,,
,,3373,6,《པེ་》《སྣར་》,པ།,,,,,,
,,3374,7,《སྣར་》,mབོ།,,,,,,
,621,3375,1,《པེ་》《སྣར་》,mདུ།,,,,,,
,,3376,2,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,3377,3,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,3378,4,《པེ་》《སྣར་》,བྱེད།,,,,,,
,,3379,5,《པེ་》《སྣར་》,mའདུས།,,,,,,
,622,3380,1,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,3381,2,《པེ་》《སྣར་》,བར།,,,,,,
,,3382,3,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,3383,4,《པེ་》《སྣར་》,ལས།,,,,,,
,,3384,5,《པེ་》《སྣར་》,mཀྱིས།,,,,,,
,,3385,6,《པེ་》《སྣར་》,པས།,,,,,,
,,3386,7,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,623,3387,1,《པེ་》,བསྒྲུབ་ཕྱིར།;《སྣར་》,སྒྲུབ་ཕྱིར།,,,,,
,,3388,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,3389,3,《པེ་》《སྣར་》,mནི།,,,,,,
,,3390,4,《པེ་》《སྣར་》,པས།,,,,,,
,624,3391,1,《པེ་》《སྣར་》,mནི།,,,,,,
,,3392,2,《པེ་》《སྣར་》,ན།,,,,,,
,,3393,3,《པེ་》《སྣར་》,རྟོག ,,,,,,
,,3394,4,《སྣར་》,གི།,,,,,,
,,3395,5,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,3396,6,《སྣར་》,ཀྱིས།,,,,,,
,,3397,7,《པེ་》《སྣར་》,པའོ།,,,,,,
,625,3398,1,《པེ་》《སྣར་》,pཡང་།,,,,,,
,,3399,2,《པེ་》《སྣར་》,བཏོགས།,,,,,,
,,3400,3,《པེ་》《སྣར་》,ན།,,,,,,
,,3401,4,《སྣར་》,བཏགས།,,,,,,
,,3402,5,《པེ་》《སྣར་》,mགཉིས།,,,,,,
,626,3403,1,《པེ་》《སྣར་》,གཉིས།,,,,,,
,,3404,2,《པེ་》《སྣར་》,འབྱུང་།,,,,,,
,,3405,3,《པེ་》《སྣར་》,།།,,,,,,
,,3406,4,《པེ་》《སྣར་》,mམ།,,,,,,
,,3407,5,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,3408,6,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,3409,7,《པེ་》《སྣར་》,ན།,,,,,,
,,3410,8,《པེ་》《སྣར་》,mནས།,,,,,,
,,3411,9,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3412,10,《སྣར་》,གི།,,,,,,
,627,3413,1,《པེ་》《སྣར་》,pབརྗོད་པར་བྱེད་པའི་མཚན་མ་དང་།,,,,,,
,,3414,2,《པེ་》《སྣར་》,འགྲེལ།,,,,,,
,,3415,3,《པེ་》《སྣར་》,ལྟ།,,,,,,
,,3416,4,《པེ་》《སྣར་》,གི།,,,,,,
,628,3417,1,《པེ་》《སྣར་》,ཚོགས།,,,,,,
,,3418,2,《པེ་》《སྣར་》,པ།,,,,,,
,,3419,3,《པེ་》《སྣར་》,mདུ།,,,,,,
,,3420,4,《པེ་》《སྣར་》,mརྐྱེན།,,,,,,
,,3421,5,《པེ་》《སྣར་》,སྒོ།,,,,,,
,,3422,6,《པེ་》《སྣར་》,mརོ།,,,,,,
,,3423,7,《སྣར་》,པ།,,,,,,
,629,3424,1,《པེ་》《སྣར་》,mདུ།,,,,,,
,,3425,2,《པེ་》,གིས།,,,,,,
,,3426,3,《པེ་》《སྣར་》,mནི།,,,,,,
,,3427,4,《སྣར་》,པར།,,,,,,
,,3428,5,《པེ་》《སྣར་》,གྱིས་དབང་གིས།,,,,,,
,,3429,6,《པེ་》《སྣར་》,གིས།,,,,,,
,,3430,7,《པེ་》《སྣར་》,pམཚན་ཉིད་ལ་ཀུན་བརྟགས་པའི།,,,,,,
,,3431,8,《སྣར་》,pཤེས་པར།,,,,,,
,,3432,9,《པེ་》《སྣར་》,བའོ།,,,,,,
,,3433,10,《སྣར་》,ཀྱི།,,,,,,
,630,3434,1,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,3435,2,《པེ་》《སྣར་》,mནི།,,,,,,
,,3436,3,《སྣར་》《ཅོ་》,བརྟགས།,,,,,,
,,3437,4,《པེ་》《སྣར་》,mམདོ།,,,,,,
,,3438,5,《པེ་》《སྣར་》,mདང་།,,,,,,
,,3439,6,《པེ་》《སྣར་》,mཕྱིར།,,,,,,
,,3440,7,《པེ་》《སྣར་》,འགྲུབ།,,,,,,
,631,3441,1,《པེ་》《སྣར་》,གི།,,,,,,
,,3442,2,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,3443,3,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,3444,4,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,632,3445,1,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,,3446,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,3447,3,《པེ་》《སྣར་》,pམཚན་ཉིད་གསུམ་པ།,,,,,,
,,3448,4,《པེ་》《སྣར་》,mརྣམ་པ།,,,,,,
,633,3449,1,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,3450,2,《པེ་》《སྣར་》,mལ།,,,,,,
,634,3451,1,《པེ་》《སྣར་》,པའི།,,,,,,
,,3452,2,《སྣར་》,mགྱི།,,,,,,
,,3453,3,《སྣར་》,ཀྱིས།,,,,,,
,,3454,4,《པེ་》《སྣར་》,འདི།,,,,,,
,,3455,5,《པེ་》《སྣར་》,mནི།,,,,,,
,635,3456,1,《པེ་》《སྣར་》,ནི།,,,,,,
,,3457,2,《སྣར་》,mདེ།,,,,,,
,,3458,3,《སྣར་》,mགྱི།,,,,,,
,,3459,4,《པེ་》《སྣར་》,གཤིག,,,,,,
,,3460,5,《པེ་》《སྣར་》,རྗོད།,,,,,,
,636,3461,1,《པེ་》《སྣར་》,བརྗོད།,,,,,,
,,3462,2,《པེ་》《སྣར་》,མི་རྟོགས།,,,,,,
,,3463,3,《པེ་》《སྣར་》,pཚུལ་གྱིས།,,,,,,
,,3464,4,《པེ་》《སྣར་》,mསྒོ།,,,,,,
,637,3465,1,《པེ་》《སྣར་》,པར།,,,,,,
,638,3466,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,3467,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,3468,3,《པེ་》《སྣར་》,ཟློས།,,,,,,
,,3469,4,《སྣར་》,pདུ།,,,,,,
,,3470,5,《པེ་》《སྣར་》,mཏེ།,,,,,,
,639,3471,1,《པེ་》《སྣར་》,ལ།,,,,,,
,,3472,2,《པེ་》《སྣར་》,བཤད།,,,,,,
,,3473,3,《པེ་》《སྣར་》,ན།,,,,,,
,,3474,4,《པེ་》《སྣར་》,ལ།,,,,,,
,,3475,5,《པེ་》《སྣར་》,mནི།,,,,,,
,,3476,6,《པེ་》《སྣར་》,གིས།,,,,,,
,,3477,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3478,8,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,640,3479,1,《པེ་》《སྣར་》,པོ།,,,,,,
,,3480,2,《པེ་》《སྣར་》,mམ།,,,,,,
,,3481,3,《པེ་》《སྣར་》,སྔོན།,,,,,,
,,3482,4,《སྣར་》《ཅོ་》,སྟོང་པར།,,,,,,
,,3483,5,《པེ་》《སྣར་》,པོ།,,,,,,
,,3484,6,《པེ་》《སྣར་》,བདག,,,,,,
,,3485,7,《པེ་》,པས།,,,,,,
,641,3486,1,《པེ་》《སྣར་》,འཐོབ།,,,,,,
,,3487,2,《པེ་》《སྣར་》,།། །།,,,,,,
,,3488,3,《པེ་》《སྣར་》,pབམ་པོ་ཉི་ཤུ་བཞི་པ།,,,,,,
,,3489,4,《པེ་》《སྣར་》,mབམ་པོ་ཉི་ཤུ་བཞི་པ།,,,,,,
,,3490,5,《པེ་》《སྣར་》,mཡང་རྣམ་པ།,,,,,,
,,3491,6,《པེ་》《སྣར་》,mདོན།,,,,,,
,642,3492,1,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,3493,2,《པེ་》《སྣར་》,mཀྱི་མཚན་ཉིད།,,,,,,
,,3494,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,3495,4,《པེ་》《སྣར་》,mནི།,,,,,,
,,3496,5,《སྣར་》,འགྱུར།,,,,,,
,643,3497,1,《པེ་》《སྣར་》,ལ།,,,,,,
,,3498,2,《པེ་》,mདུ།,,,,,,
,,3499,3,《པེ་》,རྟོགས།,,,,,,
,644,3500,1,《པེ་》《སྣར་》,གིས།,,,,,,
,,3501,2,《པེ་》《སྣར་》,སྤྱོད།,,,,,,
,,3502,3,《པེ་》《སྣར་》,mཔར་རྟོགས།,,,,,,
,,3503,4,《སྣར་》,པའི།,,,,,,
,,3504,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,3505,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,645,3506,1,《སྣར་》,སྨོན།,,,,,,
,,3507,2,《པེ་》《སྣར་》,mཔ།,,,,,,
,,3508,3,《པེ་》《སྣར་》,mབསྟན་པ།,,,,,,
,,3509,4,《པེ་》《སྣར་》,mལམ།,,,,,,
,,3510,5,《པེ་》《སྣར་》,mབསྟན་པའི།,,,,,,
,646,3511,1,《པེ་》,བའི།,,,,,,
,,3512,2,《པེ་》《སྣར་》,ནི།,,,,,,
,,3513,3,《པེ་》《སྣར་》,mདེ།,,,,,,
,,3514,4,《པེ་》《སྣར་》,mཡང་།,,,,,,
,,3515,5,《པེ་》《སྣར་》,གི།,,,,,,
,,3516,6,《པེ་》《སྣར་》,པའི་མི།,,,,,,
,,3517,7,《པེ་》《སྣར་》,mཞེས་བྱའོ།,,,,,,
,,3518,8,《པེ་》《སྣར་》,ཁམས་ཀྱིས།,,,,,,
,647,3519,1,《པེ་》《སྣར་》,མེད།,,,,,,
,,3520,2,《པེ་》《སྣར་》,mའདིར།,,,,,,
,,3521,3,《པེ་》,པ།;《སྣར་》,mནས།,,,,,
,648,3522,1,《པེ་》《སྣར་》,ཀྱིས་རྣམས།,,,,,,
,,3523,2,《པེ་》《སྣར་》,mཔ།,,,,,,
,,3524,3,《པེ་》《སྣར་》,ལ།,,,,,,
,,3525,4,《པེ་》《སྣར་》,mརྟེན་གྱི།,,,,,,
,,3526,5,《པེ་》,བཟླས་བསྒོ།;《སྣར་》,བཟླས་སྒོ།,,,,,
,649,3527,1,《པེ་》,སྐྱེས་པ་སྐྱེད།;《སྣར་》,སྐྱེད་པ་སྐྱེད།,,,,,
,,3528,2,《སྣར་》,སྐྱེད།,,,,,,
,,3529,3,《པེ་》《སྣར་》,བཟླས།,,,,,,
