མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,དཔར་མ།,མཆན། ,
,,2,,,,
,187,3,1,《པེ་》《སྣར་》,བླུད།,
,,4,2,《པེ་》《སྣར་》,དྲངས་པ།,
,,5,3,《པེ་》《སྣར་》,སྟེངས་པ།,
,,6,4,《པེ་》《སྣར་》,དྲག,
,,7,5,《པེ་》《སྣར་》,བསྐྱེད།,
,,8,6,《པེ་》《སྣར་》,རྫེས།,
,,9,7,《པེ་》《སྣར་》,ཤུལ།,
,,10,8,《པེ་》《སྣར་》,འབུལ།,
,188,11,1,《པེ་》《སྣར་》,སྒྲོག,
,,12,2,《པེ་》《སྣར་》,པ།,
,,13,3,《པེ་》《སྣར་》,ཅན།,
,,14,4,《པེ་》《སྣར་》,མནན།,
,,15,5,《པེ་》《སྣར་》,པ།,
,,16,6,《པེ་》《སྣར་》,གདེངས།,
,,17,7,《པེ་》《སྣར་》,པ།,
,189,18,1,《པེ་》《སྣར་》,དང་།,
