མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
ཚིགས་སུ་བཅད་པ་གཅིག་པའི་བཤད་པ།,905,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》《སྣར་》ལ་ ༄༅། །ཚིགས་སུ་བཅད་པ་གཅིག་པའི་བཤད་པ་སློབ་དཔོན་དབྱིག་གཉེན་གྱིས་མཛད་པ་བཞུགས་སོ། ཞེས་འཁོད།,
,,3,2,《པེ་》《སྣར་》,བྷ་ཥམ།,
,906,4,1,《སྣར་》,མོངས།,
,,5,2,《པེ་》《སྣར་》,pཔར།,
,,6,3,《པེ་》《སྣར་》,mན།,
,,7,4,《པེ་》,བརྩེགས་པ་བཞིན།,《སྣར་》,རྩེགས་པ་བཞིན།
,,8,5,《སྣར་》,མོངས།,
,907,9,1,《པེ་》《སྣར་》,ཀྱིས།,
,908,10,1,《སྣར་》,pདབྱིན་གཉེན་གྱིས།,
,,,,,,,,,,
