མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
འཇིག་རྟེན་ལས་འདས་པར་བསྟོད་པ།,204,2,1,,མཚན་བྱང་འདི་《པེ་》《སྣར་》ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,ཏྲི།
,,4,3,《པེ་》《སྣར་》,mཞེས་བྱ་བ།
,,5,4,《པེ་》,mགྱུར།
,,6,5,《པེ་》《སྣར་》,པ།
,205,7,1,《པེ་》《སྣར་》,ལ་རུ།
,,8,2,《པེ་》《སྣར་》,pརྣམས་ཀྱི།
,,9,3,《པེ་》《སྣར་》,གི།
,,10,4,《པེ་》《སྣར་》,འཇུག།
