མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།
,522,2,1,,མཚན་བྱང་འདི་《སྡེ་》《ཅོ་》ལྟར་བཀོད།,
,,3,2,《པེ་》《སྣར་》,༽ལ།,
,,4,3,《པེ་》《སྣར་》,༼འཁོར།,
,,5,4,《པེ་》《སྣར་》,ས་ཏ་ས།,
,,6,5,《པེ་》《སྣར་》,༼ལྷ་བཤོས་ལ།,
,,7,6,《པེ་》《སྣར་》,༽བསྐོར་བ་ལྟར་བཞག,
,,8,7,《པེ་》《སྣར་》,དུ་རུ་ཀ,
,523,9,1,《པེ་》《སྣར་》,སཏྶ།,
,,10,2,《པེ་》《སྣར་》,དབུལ།,
,,11,3,《པེ་》《སྣར་》,ཡོན།,
,,12,4,《པེ་》《སྣར་》,བཏང་།,
