མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
ཁྲོ་བོའི་རྒྱལ་པོ་འཕགས་པ་མི་གཡོ་བ་ལ་བསྟོད་པ།,341,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》༄༅། །ཁྲོ་བོའི་རྒྱལ་པོ་འཕགས་པ་མི་གཡོ་བ་ལ་བསྟོད་པ་བཞུགས་སོ། 
,,3,2,《པེ་》《སྣར་》,སྟོཏྟྲ།
,,4,3,《པེ་》《སྣར་》,pའཕགས་པ།
,,5,4,《པེ་》《སྣར་》,རྗེས།
,,6,5,《པེ་》《སྣར་》,མདོག
,342,7,1,《པེ་》《སྣར་》,བསྡིགས།
,,8,2,《པེ་》《སྣར་》,འགོད།
,,9,3,《པེ་》《སྣར་》,གསོལ།
,,10,4,《པེ་》《སྣར་》,གཟུང་།
,,11,5,《པེ་》《སྣར་》,mཤྲཱི།
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
