མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
གཤིན་རྗེ་གཤེད་རྣམ་པར་སྣང་མཛད་ཀྱི་མངོན་པར་རྟོགས་པ་ཞེས་བྱ་བ།,197,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》༄། །གཤིན་རྗེ་གཤེད་རྣམ་པར་སྣང་མཛད་ཀྱི་མངོན་པར་རྟོགས་པ་བཞུགས་སོ།།
,,3,2,《པེ་》《སྣར་》,pདཔལ།
,,4,3,《སྣར་》,བསམས།
,,5,4,《པེ་》《སྣར་》,བསྲུང་།
,198,6,1,《པེ་》《སྣར་》,mསྟག་གི།
,,7,2,《པེ་》《སྣར་》,ཡིག
,,8,3,《པེ་》《སྣར་》,བརླབས།
,,9,4,《པེ་》《སྣར་》,བུ།
,,10,5,《སྣར་》,དགའི།
,,11,6,《པེ་》《སྣར་》,mརྡོ་རྗེའི།
,199,12,1,《སྣར་》,ནག་པོར།
,,,,,
