མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
,394,90,1,《པེ་》《སྣར་》,mདང་།,,,,,,
,,91,2,《པེ་》《སྣར་》,pན།,,,,,,
,,92,3,《པེ་》《སྣར་》,ཅིག,,,,,,
,,93,4,《པེ་》《སྣར་》,pཡང་།,,,,,,
,,94,5,《པེ་》《སྣར་》,དུ།,,,,,,
,,95,6,《པེ་》《སྣར་》,ཡང་།,,,,,,
,,96,7,《པེ་》《སྣར་》,mཏེ།,,,,,,
,395,97,1,《པེ་》《སྣར་》,mཀྱང་།,,,,,,
,,98,2,《པེ་》《སྣར་》,mསྨྲས་པ།,,,,,,
,,99,3,《པེ་》《སྣར་》,མ།,,,,,,
,,100,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,101,5,《པེ་》《སྣར་》,pའདི།,,,,,,
,,102,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,103,7,《པེ་》《སྣར་》,pལ།,,,,,,
,,104,8,《པེ་》《སྣར་》,ལྟར།,,,,,,
,396,105,1,《པེ་》《སྣར་》,mཡང་།,,,,,,
,,106,2,《པེ་》《སྣར་》,གི།,,,,,,
,,107,3,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,108,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,109,5,《པེ་》《སྣར་》,mཔ།,,,,,,
,,110,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,111,7,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,112,8,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,113,9,《པེ་》《སྣར་》,mམ།,,,,,,
,,114,10,《པེ་》《སྣར་》,mརྣམས།,,,,,,
,,115,11,《པེ་》《སྣར་》,pམ།,,,,,,
,,116,12,《པེ་》《སྣར་》,འགགས།,,,,,,
,,117,13,《པེ་》《སྣར་》,mརྣམས།,,,,,,
,,118,14,《པེ་》《སྣར་》,mརྣམས།,,,,,,
,397,119,1,《པེ་》《སྣར་》,ལས་ཁྱིམ།,,,,,,
,,120,2,《པེ་》《སྣར་》,དངོས།,,,,,,
,,121,3,《པེ་》《སྣར་》,mདེ།,,,,,,
,,122,4,《པེ་》《སྣར་》,རོ།,,,,,,
,,123,5,《སྣར་》,པར།,,,,,,
,,124,6,《པེ་》《སྣར་》,ནི་དེའི།,,,,,,
,,125,7,《པེ་》《སྣར་》,འདི།,,,,,,
,,126,8,《པེ་》《སྣར་》,རྟོག,,,,,,
,,127,9,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,398,128,1,《པེ་》《སྣར་》,ན།,,,,,,
,,129,2,《པེ་》《སྣར་》,ཧི།,,,,,,
,,130,3,《པེ་》《སྣར་》,ཊ།,,,,,,
,,131,4,《པེ་》《སྣར་》,པ།,,,,,,
,,132,5,《པེ་》《སྣར་》,སོ།,,,,,,
,,133,6,《པེ་》《སྣར་》,mལྟར།,,,,,,
,399,134,1,《པེ་》《སྣར་》,དེ།,,,,,,
,,135,2,《པེ་》《སྣར་》,pཔོ།,,,,,,
,,136,3,《པེ་》,དགག་པ།;《སྣར་》,དགལ་བ།,,,,,
,,137,4,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,138,5,《སྣར་》,ལྟ།,,,,,,
,,139,6,《པེ་》《སྣར་》,མིན།,,,,,,
,,140,7,《པེ་》《སྣར་》,ལོ་ཙཱ།,,,,,,
