                     མཚན་བྱང་།,           ཤོག་གྲངས།,1,           མཆན་གྲངས།,            པར་མ།,                                                                       མཆན།
ཁྲོ་བོ་རེག་ཚིག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ།,872,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》 ༄། ཁྲོ་བོ་རེག་ཚིག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ་བཞུགས་སོ། །
,,3,2,《པེ་》,ལ།
,874,4,1,《པེ་》,mཔ།
,875,5,1,《པེ་》,གདབ།
,,6,2,《པེ་》,ཨྚིི།
