ཆོས་ཚན།,ཤོག་གྲངས།,1,མཆན་གྲངས།,དཔར་མ།,མཆན།,,,,,,
,395,2778,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2779,2,《པེ་》《སྣར་》,རྗེད།,,,,,,
,,2780,3,《པེ་》《སྣར་》,pཀྱིས།,,,,,,
,,2781,4,《པེ་》,བལྟས།;《སྣར་》,ལྟས།,,,,,
,,2782,5,《པེ་》《སྣར་》,བསྡུ།,,,,,,
,,2783,6,《པེ་》《སྣར་》,གིས།,,,,,,
,396,2784,1,《སྣར་》,པར་རྗེས་སུ།,,,,,,
,,2785,2,《སྣར་》,འདིར།,,,,,,
,,2786,3,《ཅོ་》,བར།,,,,,,
,,2787,4,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,2788,5,《པེ་》,པོར་བདག;《སྣར་》,པོར།,,,,,
,,2789,6,《པེ་》《སྣར་》,pདང་།,,,,,,
,397,2790,1,《པེ་》《སྣར་》,སྔོན།,,,,,,
,,2791,2,《པེ་》《སྣར་》,pནི།,,,,,,
,,2792,3,《པེ་》《སྣར་》,པ།,,,,,,
,,2793,4,《སྣར་》,ཟག་དུ།,,,,,,
,,2794,5,《པེ་》《སྣར་》,གི།,,,,,,
,398,2795,1,《སྣར་》,པའི།,,,,,,
,,2796,2,《པེ་》《སྣར་》《ཅོ་》,ཕྱིས།,,,,,,
,,2797,3,《པེ་》《སྣར་》,pནི།,,,,,,
,,2798,4,《པེ་》《སྣར་》,བརྟག,,,,,,
,,2799,5,《པེ་》《སྣར་》,mབདག་དང་།,,,,,,
,,2800,6,《པེ་》《སྣར་》,mདེ།,,,,,,
,,2801,7,《པེ་》,སྤྱིའི།,,,,,,
,399,2802,1,《ཅོ་》,པ།,,,,,,
,,2803,2,《པེ་》《སྣར་》,mདང་།,,,,,,
,,2804,3,《སྣར་》,འབྱུང་།,,,,,,
,,2805,4,《པེ་》《སྣར་》,mཉོན་མོངས་པ་ནི།,,,,,,
,,2806,5,《སྣར་》,བའི།,,,,,,
,,2807,6,《པེ་》《སྣར་》,mཔ།,,,,,,
,,2808,7,《པེ་》《སྣར་》,པ་དེས།,,,,,,
,,2809,8,《པེ་》《སྣར་》,མནམས།,,,,,,
,400,2810,1,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,2811,2,《སྣར་》,བས་ནི།,,,,,,
,,2812,3,《སྣར་》,ན།,,,,,,
,,2813,4,《སྣར་》,དག,,,,,,
,,2814,5,《པེ་》《སྣར་》,mབག,,,,,,
,,2815,6,《པེ་》《སྣར་》,བར་བྱེད་པའི།,,,,,,
,,2816,7,《པེ་》《སྣར་》,དེ།,,,,,,
,,2817,8,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,401,2818,1,《པེ་》《སྣར་》,གིས།,,,,,,
,,2819,2,《པེ་》《སྣར་》,pཔ་ལོག,,,,,,
,,2820,3,《པེ་》《སྣར་》,བརྩོལ།,,,,,,
,,2821,4,《ཅོ་》,བར།,,,,,,
,402,2822,1,《པེ་》《སྣར་》,ན།,,,,,,
,,2823,2,《པེ་》《སྣར་》,གྱུར་པའི།,,,,,,
,,2824,3,《ཅོ་》,དོ།,,,,,,
,,2825,4,《པེ་》《སྣར་》,mཉིད།,,,,,,
,,2826,5,《པེ་》《སྣར་》,mམཚན་ཉིད་དང་། ཤིན་ཏུ་རྣམ་པར་དག་པའི།,,,,,,
,,2827,6,《པེ་》《སྣར་》,དེ།,,,,,,
,,2828,7,《པེ་》《སྣར་》,mངང་གིས།,,,,,,
,403,2829,1,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,2830,2,《པེ་》《སྣར་》,mན།,,,,,,
,,2831,3,《པེ་》《སྣར་》,mཔ།,,,,,,
,404,2832,1,《པེ་》《སྣར་》,ནས།,,,,,,
,,2833,2,《སྣར་》,སྙམས།,,,,,,
,,2834,3,《པེ་》《སྣར་》,སྨོང་།,,,,,,
,405,2835,1,《ཅོ་》,བྱུང་།,,,,,,
,,2836,2,《སྣར་》,mབ།,,,,,,
,,2837,3,《པེ་》《སྣར་》,སྟོན།,,,,,,
,,2838,4,《པེ་》,གིས།,,,,,,
,,2839,5,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,,
,406,2840,1,《སྣར་》,mབ།,,,,,,
,,2841,2,《པེ་》《སྣར་》,pམ།,,,,,,
,,2842,3,《པེ་》《སྣར་》,བ།,,,,,,
,407,2843,1,《པེ་》《སྣར་》,mདེ།,,,,,,
,,2844,2,《པེ་》《སྣར་》,བསགས།,,,,,,
,,2845,3,《པེ་》《སྣར་》,རགས་པར།,,,,,,
,,2846,4,《པེ་》《སྣར་》,ནས།,,,,,,
,,2847,5,《པེ་》《སྣར་》,རྟོག།,,,,,,
,,2848,6,《སྣར་》,བརྟན།,,,,,,
,408,2849,1,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,2850,2,《པེ་》《སྣར་》,བྱེད་པ།,,,,,,
,,2851,3,《སྣར་》,བྱ་བ་དེའི།,,,,,,
,,2852,4,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,409,2853,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2854,2,《པེ་》《སྣར་》,བསྒྲུབས།,,,,,,
,,2855,3,《པེ་》《སྣར་》,གྲུབ།,,,,,,
,,2856,4,《པེ་》《སྣར་》,གི།,,,,,,
,,2857,5,《པེ་》《སྣར་》,གི།,,,,,,
,,2858,6,《པེ་》《སྣར་》,གིས།,,,,,,
,,2859,7,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,2860,8,《པེ་》《སྣར་》,mཞེས།,,,,,,
,,2861,9,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,2862,10,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,410,2863,1,《པེ་》《སྣར་》,རྟག,,,,,,
,,2864,2,《པེ་》《སྣར་》,ནི་འདི།,,,,,,
,,2865,3,《སྣར་》,གི།,,,,,,
,411,2866,1,《པེ་》《སྣར་》,ལ།,,,,,,
,,2867,2,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2868,3,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2869,4,《པེ་》《སྣར་》,གི།,,,,,,
,,2870,5,《ཅོ་》,པས།,,,,,,
,,2871,6,《པེ་》《སྣར་》,pསྔོན།,,,,,,
,,2872,7,《སྣར་》,གི།,,,,,,
,,2873,8,《པེ་》《སྣར་》,སྙོམས།,,,,,,
,,2874,9,《པེ་》《སྣར་》,གིས།,,,,,,
,412,2875,1,《སྣར་》,ཏེ་ཁམས་ཀྱི།,,,,,,
,,2876,2,《པེ་》《སྣར་》,གཎྜི།,,,,,,
,,2877,3,《ཅོ་》,གཎཱི།,,,,,,
,,2878,4,《པེ་》《སྣར་》,གཎྜི།,,,,,,
,,2879,5,《པེ་》《སྣར་》,pསློང་།,,,,,,
,,2880,6,《པེ་》《སྣར་》《ཅོ་》,བབས།,,,,,,
,413,2881,1,《པེ་》《སྣར་》,mགདོད།,,,,,,
,,2882,2,《པེ་》《སྣར་》,གདོད་ཆད་ཅེས།,,,,,,
,,2883,3,《ཅོ་》,ཡས།,,,,,,
,,2884,4,《པེ་》《སྣར་》,གྲགས་ཏེ།,,,,,,
,,2885,5,《པེ་》《སྣར་》,mདུས།,,,,,,
,,2886,6,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,2887,7,《སྣར་》,ཆེད།,,,,,,
,,2888,8,《པེ་》《སྣར་》,པ།,,,,,,
,,2889,9,《པེ་》《སྣར་》,mམ།,,,,,,
,,2890,10,《པེ་》《སྣར་》,ལྟར།,,,,,,
,414,2891,1,《པེ་》《སྣར་》,གི,,,,,,
,,2892,2,《པེ་》《སྣར་》,གཎྜིའི།,,,,,,
,,2893,3,《པེ་》《སྣར་》,mབྱའོ།,,,,,,
,,2894,4,《ཅོ་》,ན།,,,,,,
,,2895,5,《པེ་》《སྣར་》,གཎྜི།,,,,,,
,,2896,6,《པེ་》《སྣར་》,གཎྜི།,,,,,,
,,2897,7,《པེ་》《སྣར་》,གཎྜིའི།,,,,,,
,,2898,8,《པེ་》《སྣར་》,pཡོད།,,,,,,
,,2899,9,《པེ་》《སྣར་》,གཉིད།,,,,,,
,,2900,10,《པེ་》《སྣར་》,གི།,,,,,,
,,2901,11,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,2902,12,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,415,2903,1,《པེ་》《སྣར་》,བསྒྲུབས།,,,,,,
,,2904,2,《པེ་》《སྣར་》,གི,,,,,,
,,2905,3,《པེ་》《སྣར་》,མཚོ་བསྟོན།,,,,,,
,,2906,4,《པེ་》《སྣར་》,གཎྜི།,,,,,,
,,2907,5,《པེ་》《སྣར་》,གཎྜིའི།,,,,,,
,,2908,6,《པེ་》《སྣར་》,mཀྱི།,,,,,,
,,2909,7,《པེ་》《སྣར་》,མཚོ་བསྟན།,,,,,,
,,2910,8,《པེ་》《སྣར་》,གཎྜི།,,,,,,
,,2911,9,《པེ་》《སྣར་》,གཎྜི།,,,,,,
,,2912,10,《པེ་》《སྣར་》,གཎྜི།,,,,,,
,416,2913,1,《ཅོ་》,mདཔལ།,,,,,,
,,2914,2,《པེ་》《སྣར་》,pའམ་མི་མངའ་བ།,,,,,,
,,2915,3,《སྣར་》,འདོར།,,,,,,
,,2916,4,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,,2917,5,《པེ་》《སྣར་》,པ།,,,,,,
,,2918,6,《པེ་》,རྟེན།,,,,,,
,,2919,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2920,8,《པེ་》《ཅོ་》,བུའི།,,,,,,
,417,2921,1,《པེ་》《སྣར་》,mརྫོགས།,,,,,,
,,2922,2,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,2923,3,《པེ་》《སྣར་》,པ།,,,,,,
,,2924,4,《པེ་》《སྣར་》,སྤང་བའི།,,,,,,
,,2925,5,《པེ་》《སྣར་》,པ།,,,,,,
,,2926,6,《པེ་》《སྣར་》,pལ།,,,,,,
,418,2927,1,《པེ་》《སྣར་》,ལས།,,,,,,
,,2928,2,《པེ་》,བརྩམ།,,,,,,
,,2929,3,《པེ་》《སྣར་》,སོགས།,,,,,,
,,2930,4,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2931,5,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2932,6,《པེ་》《སྣར་》,བྱར།,,,,,,
,,2933,7,《པེ་》《སྣར་》,བྱར།,,,,,,
,,2934,8,《པེ་》《སྣར་》,གཉིས།,,,,,,
,419,2935,1,《པེ་》《སྣར་》,པས།,,,,,,
,,2936,2,《པེ་》,གི།,,,,,,
,,2937,3,《པེ་》《སྣར་》,ན།,,,,,,
,,2938,4,《པེ་》《སྣར་》,པ།,,,,,,
,,2939,5,《པེ་》《སྣར་》,ལས།,,,,,,
,,2940,6,《པེ་》《སྣར་》,པའི།,,,,,,
,,2941,7,《སྣར་》,པ་དང་སྟན།,,,,,,
,420,2942,1,《པེ་》《སྣར་》,པས།,,,,,,
,,2943,2,《པེ་》,གྲགས།,,,,,,
,,2944,3,《པེ་》《སྣར་》,རིས།,,,,,,
,,2945,4,《པེ་》《སྣར་》,གྱི།,,,,,,
,,2946,5,《པེ་》《སྣར་》,པའི།,,,,,,
,,2947,6,《སྣར་》,གི།,,,,,,
,421,2948,1,《སྣར་》,ཏི་ལ།,,,,,,
,,2949,2,《པེ་》《སྣར་》,སྦྱོར་བས།,,,,,,
,,2950,3,《སྣར་》,བདུན་ཏ།,,,,,,
,,2951,4,《སྣར་》,ནི།,,,,,,
,,2952,5,《པེ་》,གང་དག་བསྐལ་པ།;《སྣར་》,གདང་ཀྱི་བསྲས་པ།,,,,,
,422,2953,1,《པེ་》《སྣར་》,ཅེས།,,,,,,
,,2954,2,《སྣར་》,རྣམས།,,,,,,
,,2955,3,《སྣར་》,མི་གསུམ་ས།,,,,,,
,,2956,4,《སྣར་》,གསུམ་ས།,,,,,,
,,2957,5,《སྣར་》,ཤེས།,,,,,,
,,2958,6,《སྣར་》,ད་ན།,,,,,,
,,2959,7,《སྣར་》,སོན་དོ།,,,,,,
,423,2960,1,《སྣར་》,འདོར།,,,,,,
,,2961,2,《པེ་》《སྣར་》,mཞེས།,,,,,,
,,2962,3,《སྣར་》,སྐོར།,,,,,,
,,2963,4,《པེ་》《སྣར་》,པར།,,,,,,
,,2964,5,《པེ་》《སྣར་》,པས།,,,,,,
,424,2965,1,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2966,2,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2967,3,《སྣར་》,pད།,,,,,,
,,2968,4,《པེ་》《སྣར་》,དེ།,,,,,,
,,2969,5,《ཅོ་》,བ།,,,,,,
,,2970,6,《པེ་》《སྣར་》,mཀྱང་།,,,,,,
,,2971,7,《པེ་》,pའདས།,,,,,,
,,2972,8,《པེ་》《སྣར་》,འགག,,,,,,
,,2973,9,《པེ་》《སྣར་》,mམངོན།,,,,,,
,425,2974,1,《པེ་》《སྣར་》,པས།,,,,,,
,,2975,2,《པེ་》《སྣར་》,སྐུ།,,,,,,
,,2976,3,《པེ་》,པ་ཡ།,,,,,,
,,2977,4,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,2978,5,《པེ་》《སྣར་》,པ།,,,,,,
,,2979,6,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,426,2980,1,《ཅོ་》,mལ།,,,,,,
,,2981,2,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,2982,3,《པེ་》《སྣར་》,བསྐལ།,,,,,,
,,2983,4,《པེ་》《སྣར་》,mཔ།,,,,,,
,,2984,5,《པེ་》《སྣར་》,སྐུས།,,,,,,
,,2985,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2986,7,《པེ་》《སྣར་》,བརླབ།,,,,,,
,,2987,8,《པེ་》《སྣར་》,mནི།,,,,,,
,,2988,9,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,2989,10,《པེ་》《སྣར་》,mཅན།,,,,,,
,427,2990,1,《པེ་》《སྣར་》,mནི།,,,,,,
,,2991,2,《པེ་》《སྣར་》,ནི།,,,,,,
,,2992,3,《པེ་》《སྣར་》,པའི།,,,,,,
,,2993,4,《པེ་》《སྣར་》,དེ་ནི།,,,,,,
,,2994,5,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,,
,,2995,6,《པེ་》《སྣར་》,གི་སྐྱེད།,,,,,,
,428,2996,1,《པེ་》《སྣར་》,སྟོན།,,,,,,
,,2997,2,《པེ་》《སྣར་》,བའི།,,,,,,
,,2998,3,《སྣར་》,སྔོན།,,,,,,
,,2999,4,《པེ་》《སྣར་》,pདང་དེ།,,,,,,
,,3000,5,《པེ་》8,mདཔེ།,,,,,,
,429,3001,1,《པེ་》《སྣར་》,རིག,,,,,,
,,3002,2,《པེ་》《སྣར་》,པས།,,,,,,
,,3003,3,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,,
,,3004,4,《སྣར་》,ལ།,,,,,,
,,3005,5,《པེ་》《སྣར་》,གི།,,,,,,
,430,3006,1,《པེ་》,རྒྱ་ཆེན་པོར།;《སྣར་》,རྒྱལ་ཆེན་པོར།,,,,,
,,3007,2,《པེ་》《སྣར་》,mཆེན་པོ།,,,,,,
,,3008,3,《པེ་》《སྣར་》,ནོར།,,,,,,
,431,3009,1,《སྣར་》,བྱ,,,,,,
,,3010,2,《སྣར་》,པས།,,,,,,
,,3011,3,《པེ་》《སྣར་》,གནང་།,,,,,,
,,3012,4,《པེ་》《སྣར་》,སྟོང་།,,,,,,
,,3013,5,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,3014,6,《པེ་》《སྣར་》,བུའི།,,,,,,
,,3015,7,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,3016,8,《སྣར་》,གྲོལ་ལོ།,,,,,,
,,3017,9,《པེ་》《སྣར་》,pཀྱང་།,,,,,,
,,3018,10,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,,
,,3019,11,《པེ་》《སྣར་》,མི།,,,,,,
,432,3020,1,《པེ་》《སྣར་》,pཇི།,,,,,,
,,3021,2,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,,
,,3022,3,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,3023,4,《སྣར་》,བས།,,,,,,
,,3024,5,《སྣར་》,པ།,,,,,,
,,3025,6,《ཅོ་》,ལུས།,,,,,,
,,3026,7,《པེ་》《སྣར་》,དཔའི།,,,,,,
,,3027,8,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,,
,,3028,9,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,433,3029,1,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,3030,2,《པེ་》《སྣར་》,པ།,,,,,,
,,3031,3,《པེ་》《སྣར་》,mལ།,,,,,,
,,3032,4,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,,
,,3033,5,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,3034,6,《པེ་》《སྣར་》,ཡང་།,,,,,,
,,3035,7,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,3036,8,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,3037,9,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,3038,10,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,434,3039,1,《པེ་》《སྣར་》,བས།,,,,,,
,,3040,2,《སྣར་》,ཀྱི།,,,,,,
,,3041,3,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,3042,4,《པེ་》《སྣར་》,འཕྲེང་།,,,,,,
,,3043,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,3044,6,《པེ་》《སྣར་》,ན།,,,,,,
,,3045,7,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,,
,,3046,8,《པེ་》《སྣར་》,པ།,,,,,,
,,3047,9,《པེ་》,འཇུག,,,,,,
,,3048,10,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,3049,11,《པེ་》《སྣར་》,འདི་ཉིད་ཀྱི།,,,,,,
,,3050,12,《པེ་》,ནི།,,,,,,
,435,3051,1,《སྣར་》,བླ།,,,,,,
,,3052,2,《སྣར་》,བླ།,,,,,,
,,3053,3,《སྣར་》,pཔ།,,,,,,
,,3054,4,《སྣར་》,བླ།,,,,,,
,436,3055,1,《སྣར་》,ཞེན་ས།,,,,,,
,,3056,2,《སྣར་》,mཔ།,,,,,,
,,3057,3,《པེ་》,རྙེད་དཀའ་བར་བསྟན།;《སྣར་》,རྙད་དཀའ་བར་བསྙེན།,,,,,
,,3058,4,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,3059,5,《པེ་》《སྣར་》,རྟག,,,,,,
,,3060,6,《སྣར་》,དགའ།,,,,,,
,,3061,7,《པེ་》《སྣར་》,mཔ་དག,,,,,,
,,3062,8,《པེ་》,བཟློགས།,,,,,,
,,3063,9,《སྣར་》,བླར།,,,,,,
,,3064,10,《པེ་》,ཀྱི།,,,,,,
,,3065,11,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,437,3066,1,《པེ་》《སྣར་》,པ།,,,,,,
,,3067,2,《པེ་》,དུ་ཕྱིན།;《སྣར་》,ཏུ་ཕྱིན།,,,,,
,,3068,3,《པེ་》《སྣར་》,རྙེད།,,,,,,
,,3069,4,《པེ་》《སྣར་》,རྣམས།,,,,,,
,438,3070,1,《པེ་》,བོ།,,,,,,
,,3071,2,《པེ་》《སྣར་》,པའི།,,,,,,
,439,3072,1,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,3073,2,《པེ་》《སྣར་》,mདག,,,,,,
,440,3074,1,《པེ་》《སྣར་》,mཔ།,,,,,,
,,3075,2,《པེ་》《སྣར་》,ལྟར།;《ཅོ་》,ལྟར་ན།,,,,,
,,3076,3,《པེ་》《སྣར་》,བྱུང་།,,,,,,
,,3077,4,《པེ་》《སྣར་》,བ།,,,,,,
,,3078,5,《སྣར་》,གཅིག,,,,,,
,,3079,6,《པེ་》,ལུས་དང་། རིག;《སྣར་》,ལུང་དང། རིག,,,,,
,441,3080,1,《པེ་》《སྣར་》,གི,,,,,,
,,3081,2,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,3082,3,《སྣར་》,mལ།,,,,,,
,,3083,4,《པེ་》《སྣར་》,དེ།,,,,,,
,,3084,5,《པེ་》,གི,,,,,,
,,3085,6,《སྣར་》,གི།,,,,,,
