མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
མཎྜལ་གྱི་ཆོ་ག་ཞེས་བྱ་བ།,1705,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་། 《པེ་》༄། མཎྜལ་གྱི་ཆོ་ག་ཞེས་བྱ་བ་བཞུགས་སོ།
,,3,2,《པེ་》《སྣར་》,དྷཱི།
,,4,3,《པེ་》《སྣར་》,སྐྱེད།
,,5,4,《པེ་》《སྣར་》,བས།
,,6,5,《པེ་》《སྣར་》,mམི།
,1706,7,1,《པེ་》《སྣར་》,བསམ།
,,8,2,《པེ་》《སྣར་》,བསམས།
,,9,3,《པེ་》《སྣར་》,ཡཾ།
,,10,4,《པེ་》《སྣར་》,ཝ།
,,11,5,《པེ་》《སྣར་》,སྟེང་།
,1707,12,1,《པེ་》《སྣར་》,བསྒོམས།
,,13,2,《པེ་》《སྣར་》,ཤྲཱིས།
