མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།
འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།,233,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།,
,,3,2,《པེ་》,pསློབ་དཔོན་མར་མེ་མཛད་བཟང་པོས་མཛད་པ།,
,,4,3,《པེ་》,དཀྱིལ་དཀྲུངས།,
,234,5,1,《པེ་》,རྟག,
,,6,2,《པེ་》,pམཐུས།,
,,7,3,《པེ་》,ཀྱི།,
,,8,4,《པེ་》,pཐོག,
,,,,,,
