མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།,,,,,
༄༅། །འཆི་བ་སླུ་བ།,195,2,1, 《པེ་》,༄༅། །འཆི་བ་སླུ་བ་བཞུགས་སོ།།,,,,,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད་ཅིང་།
,,3,2,《པེ་》,ལྟས།,,,,,,
,196,4,1,《པེ་》,pལ།,,,,,,
,,5,2,《པེ་》,pདེ།,,,,,,
,,6,3,《པེ་》,གྲོང་།,,,,,,
,,7,4,《པེ་》,mབ།,,,,,,
,,,
,,,,,,
,,,
,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
