མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
ཁ་ཏོན་དང་གླེགས་བམ་ཀློག་པའི་སྔོན་དུ་བྱ་བའི་ཆོ་ག་བཞུགས་སོ།།,703,2,1,,མཚན་བྱང་འདི་《པེ་》《སྣར་》ལྟར་བཀོད།,
,,3,2,《པེ་》《སྣར་》,བཀླག,
,,4,3,《སྣར་》,mཀྱི།,
,,5,4,《པེ་》《སྣར་》,ག,
,,6,5,《སྣར་》,བཞག,
,704,7,1,《པེ་》《སྣར་》,ཀྱིས།,
,,8,2,《པེ་》《སྣར་》,ཞན།,
,,9,3,《པེ་》《སྣར་》,གྲགས།,
,,10,4,《པེ་》,ཀྱི།,
,,11,5,《པེ་》《སྣར་》,ཀྱིས།,
,,12,6,《པེ་》,ཞན།, 《སྣར་》,ཞན་ཏེ།
,,13,7,《པེ་》《སྣར་》,བཀླག,
,,14,8,《པེ་》《སྣར་》,གྲགས།,
,,15,9,《པེ་》《སྣར་》,བཀླག,
