མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
སཱཙྪ་ལྔ་གདབ་པའི་ཆོ་ག,516,2,1,,མཚན་འདི་བྱང་འདི་《སྡེ་》《ཅོ་》ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》,བཏབ།
,,4,3,《པེ་》《སྣར་》,ལྔ།
,,5,4,《པེ་》《སྣར་》,དང་།
,517,6,1,《པེ་》《སྣར་》,ལ།
,,7,2,《པེ་》《སྣར་》,རྗེ།
,,8,3,《པེ་》《སྣར་》,པའི།
,,,,,
,,,,,
