མཚན་བྱང།,ཤོགས་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།
འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ།,725,2,1,,མཚན་བྱང་འདི་ཆོས་ཚན་འདིིའི་མཚན་བོད་སྐད་དུ་སྨོས་པ་ལྟར་བཀོད།
,,3,2,《པེ་》《སྣར་》《ཅོ་》,སརྦཱ་སྟི།
,726,4,1,《པེ་》《སྣར་》,མི།
,,5,2,《པེ་》《སྣར་》,གྱི།
,,6,3,《པེ་》《སྣར་》,རྩ།
,,7,4,《པེ་》《སྣར་》,བཟའ་བོ།
,,8,5,《པེ་》《སྣར་》,འཐུངས་པ།
,,9,6,《པེ་》《སྣར་》,ཡིས།
,,10,7,《པེ་》《སྣར་》,ཀླག
,727,11,1,《པེ་》《སྣར་》,འགྲོ།
,,12,2,《ཅོ་》,ཡི།
,,13,3,《པེ་》《སྣར་》,ཀརྵ།
,,14,4,《ཅོ་》,ལྡོམ།
,,15,5,《པེ་》《སྣར་》,གྱི།
,,16,6,《པེ་》《སྣར་》,ཀྱི།
,728,17,1,《པེ་》《སྣར་》,དེས།,
,,18,2,《པེ་》《སྣར་》,གྱིས།,
,,19,3,《པེ་》《སྣར་》,བླ།,
,,20,4,《པེ་》,ཝ།,
,,21,5,《པེ་》《སྣར་》,ཞིག,
,,22,6,《ཅོ་》,བསོད།,
,,23,7,《པེ་》《སྣར་》,སྨྲས།,
,,24,8,《པེ་》《སྣར་》,རྫུན།,
,,25,9,《ཅོ་》,ཕྲུ།,
,,26,10,《པེ་》《སྣར་》,པར།,
,,27,11,《སྣར་》,བསྡམས།,
,729,28,1,《པེ་》《སྣར་》,བཙོས།,
,,29,2,《པེ་》《སྣར་》,བསྟེན།,
,,30,3,《པེ་》《སྣར་》,བསྒོ།,
,,31,4,《པེ་》《སྣར་》,ངེས།,
,,32,5,《པེ་》《སྣར་》,བྱིན།,
,730,33,1,《པེ་》《སྣར་》,སྨྲས།,
,,34,2,《པེ་》《སྣར་》,སོས།,
,,35,3,《པེ་》《སྣར་》,དོར།,
,,36,4,《པེ་》,བར།,
,,37,5,《པེ་》,སྟོང་།,
,,38,6,《པེ་》《སྣར་》,མ།,
,731,39,1,《པེ་》《སྣར་》,ནེ་བར་མ།,
,,40,2,《པེ་》《སྣར་》,ཚ།,
,,41,3,《པེ་》《སྣར་》,པོ།,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
