མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,,
,,437,5,《པེ་》《སྣར་》,mཕྱིར།,,,,,,
,,438,6,《པེ་》,ནི།,,,,,,
,,439,7,《ཅོ་》,དོན།,,,,,,
,,440,8,《སྣར་》,བརྗོད།,,,,,,
,851,441,1,《པེ་》《སྣར་》,pཔར།,,,,,,
,,442,2,《སྣར་》,དཔའ་ནི་མཐུན།,,,,,,
,,443,3,《སྣར་》,ན།,,,,,,
,,444,4,《ཅོ་》,བསམ།,,,,,,
,852,445,1,《པེ་》,ལ་དེ་ལ།;《སྣར་》,ལ་དེ།,,,,,
,,446,2,《པེ་》《སྣར་》,ནི་སྤངས།,,,,,,
,,447,3,《སྣར་》,རིགས།,,,,,,
,,448,4,《པེ་》《སྣར་》,བསམ།,,,,,,
,,449,5,《སྣར་》,རྟགས།,,,,,,
,853,450,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,451,2,《སྣར་》,གི།,,,,,,
,,452,3,《སྣར་》,གཞི།,,,,,,
,,453,4,《པེ་》《སྣར་》,ལོགས།,,,,,,
,,454,5,《པེ་》,mལས།,,,,,,
,,455,6,《པེ་》《སྣར་》,ཤེས།,,,,,,
,854,456,1,《ཅོ་》,pལས།,,,,,,
,,457,2,《པེ་》《སྣར་》,རྒྱུ།,,,,,,
,,458,3,《པེ་》《སྣར་》,ཞལ།,,,,,,
,855,459,1,《པེ་》《སྣར་》,བསྟོད་པ།,,,,,,
,,460,2,《པེ་》《སྣར་》,རྩོད།,,,,,,
,,461,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,462,4,《པེ་》《སྣར་》,བརྗོད།,,,,,,
,856,463,1,《པེ་》《སྣར་》,པར།,,,,,,
,,464,2,《པེ་》《སྣར་》《ཅོ་》,ཀྱི།,,,,,,
,,465,3,《པེ་》《སྣར་》,mསྔར།,,,,,,
,,466,4,《པེ་》《སྣར་》《ཅོ་》,ནི།,,,,,,
,,467,5,《སྣར་》,ཀྱིས།,,,,,,
,,468,6,《པེ་》《སྣར་》《ཅོ་》,རྟོགས།,,,,,,
,,469,7,《སྣར་》,བཞུགས།,,,,,,
,,470,8,《པེ་》《སྣར་》,pནི།,,,,,,
,857,471,1,《པེ་》《སྣར་》,དོ།,,,,,,
,,472,2,《པེ་》《སྣར་》,མ།,,,,,,
,,473,3,《སྣར་》,འབྱུང་།,,,,,,
,,474,4,《པེ་》《སྣར་》,mགཞན།,,,,,,
,,475,5,《སྣར་》,སྡེས།,,,,,,
,,476,6,《སྣར་》,ལས་མིགས།,,,,,,
,858,477,1,《ཅོ་》,འཇིགས།,,,,,,
,,478,2,《སྣར་》,mཀུན་བརྟགས་པ་དང་ལྷན་ཅིག་སྐྱེས་པའོ།,,,,,,
,,479,3,《པེ་》《སྣར་》,སྤངས།,,,,,,
,,480,4,《པེ་》《སྣར་》,སྲིད།,,,,,,
,,481,5,《པེ་》《སྣར་》,pལ།,,,,,,
,,482,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,483,7,《པེ་》《སྣར་》,mན།,,,,,,
,,484,8,《པེ་》《སྣར་》,སྡེ་བའི།,,,,,,
,859,485,1,《སྣར་》,གྱིས།,,,,,,
,,486,2,《པེ་》《སྣར་》,བར།,,,,,,
,,487,3,《སྣར་》,གྱིས།,,,,,,
,,488,4,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,489,5,《པེ་》《སྣར་》,དེ།,,,,,,
,,490,6,《པེ་》《སྣར་》,བསྒོ།,,,,,,
,,491,7,《པེ་》,ལས་བལྟོས།;《སྣར་》,ལས་ལྟོས།,,,,,
,860,492,1,《སྣར་》,བསྟོན།,,,,,,
,,493,2,《པེ་》《སྣར་》,ཞེས།,,,,,,
,,494,3,《པེ་》,ཆགས་པ་དང་། འཇིག;《སྣར་》,ཚོགས་པ་དང་། འཇིགས།,,,,,
,,495,4,《སྣར་》,mལ།,,,,,,
,861,496,1,《སྣར་》,ཀྱིས།,,,,,,
,,497,2,《སྣར་》,ཀྱིས།,,,,,,
,,498,3,《པེ་》,གི།,,,,,,
,,499,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,500,5,《པེ་》《སྣར་》,འགྱུར་བ།,,,,,,
,,501,6,《སྣར་》,འཐུན།,,,,,,
,,502,7,《པེ་》,པ་འཆད།;《སྣར་》,པར་འཆད།,,,,,
,862,503,1,《པེ་》《སྣར་》,པར།,,,,,,
,,504,2,《པེ་》《སྣར་》,མི་བལྟོས།,,,,,,
,,505,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,506,4,《པེ་》《སྣར་》,mལ།,,,,,,
,,507,5,《སྣར་》,འགགས།,,,,,,
,,508,6,《པེ་》《སྣར་》,སྐྱེད་པ།,,,,,,
,,509,7,《པེ་》,pདེ་ལྟར།,,,,,,
,,510,8,《པེ་》《སྣར་》,འཕྲད།,,,,,,
,,511,9,《པེ་》《སྣར་》,ནི།,,,,,,
,,512,10,《པེ་》《སྣར་》,བ།,,,,,,
,,513,11,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,514,12,《པེ་》《སྣར་》,སྐྱེད་པ།,,,,,,
,,515,13,《པེ་》《སྣར་》,བཏོགས།,,,,,,
,863,516,1,《པེ་》《སྣར་》,ནི།,,,,,,
,,517,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,518,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,519,4,《སྣར་》,ཀྱིས།,,,,,,
,,520,5,《པེ་》《སྣར་》,mཔ།,,,,,,
,,521,6,《སྣར་》,བསྐལ་པ།,,,,,,
,864,522,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,523,2,《པེ་》《སྣར་》,སྐྱ་དང་།,,,,,,
,,524,3,《པེ་》《སྣར་》,ལ།,,,,,,
,,525,4,《པེ་》《སྣར་》,mནི།,,,,,,
,,526,5,《སྣར་》,རྟོགས།,,,,,,
,,527,6,《པེ་》《སྣར་》,mཀྱང་།,,,,,,
,,528,7,《སྣར་》,ཀྱིས།,,,,,,
,865,529,1,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,530,2,《སྣར་》,རྒྱུད།,,,,,,
,,531,3,《པེ་》《སྣར་》,སྐྱེ་བའི།,,,,,,
,,532,4,《པེ་》《སྣར་》,རྒྱུ།,,,,,,
,,533,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,534,6,《སྣར་》,ཀྱིས།,,,,,,
,,535,7,《སྣར་》,ན།,,,,,,
,,536,8,《པེ་》《སྣར་》,གཞི།,,,,,,
,866,537,1,《སྣར་》,ནི།,,,,,,
,,538,2,《པེ་》《སྣར་》,པ་དེ་སྤངས་པའི།;《ཅོ་》,དེ་དེ་སྤང་བའི།,,,,,
,,539,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,540,4,《པེ་》《སྣར་》,སོ།,,,,,,
,,541,5,《པེ་》《སྣར་》,mཡང་།,,,,,,
,,542,6,《པེ་》《སྣར་》,mནི།,,,,,,
,867,543,1,《སྣར་》,པའི།,,,,,,
,,544,2,《པེ་》《སྣར་》,སྒྲིབས།,,,,,,
,,545,3,《པེ་》《སྣར་》,pན།,,,,,,
,,546,4,《པེ་》《སྣར་》,mདུ།,,,,,,
,,547,5,《པེ་》《སྣར་》,mཔ།,,,,,,
,868,548,1,《པེ་》,འཇུག,,,,,,
,,549,2,《སྣར་》,སྲེས།,,,,,,
,,550,3,《པེ་》《སྣར་》,mཔ།,,,,,,
,,551,4,《པེ་》《སྣར་》,mམ།,,,,,,
,,552,5,《པེ་》,mདེ།,,,,,,
,,553,6,《སྣར་》,mསྟེ།,,,,,,
,869,554,1,《སྣར་》,ལྔ།,,,,,,
,,555,2,《པེ་》《སྣར་》,རྙིང་།,,,,,,
,,556,3,《པེ་》《སྣར་》,དོ།,,,,,,
,,557,4,《པེ་》《སྣར་》,ཤེས།,,,,,,
,,558,5,《པེ་》,འདིར།,,,,,,
,,559,6,《པེ་》《སྣར་》,པར།,,,,,,
,,560,7,《པེ་》《སྣར་》,བྱའི།,,,,,,
,,561,8,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,562,9,《པེ་》,pཤེས་པ་དང་འཇུག་པའི་རྣམ་པར།,,,,,,
,870,563,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,564,2,《པེ་》,འཇིགས།,,,,,,
,,565,3,《པེ་》《སྣར་》,mམི།,,,,,,
,,566,4,《སྣར་》,ཐད།,,,,,,
,,567,5,《པེ་》《སྣར་》,pགཅིག,,,,,,
,871,568,1,《པེ་》《སྣར་》,pཡང་།,,,,,,
,,569,2,《ཅོ་》,pལས།,,,,,,
,,570,3,《པེ་》《སྣར་》,ཡང་།,,,,,,
,,571,4,《སྣར་》,འཕྱི།,,,,,,
,,572,5,《སྣར་》,བསྐལ་པ།,,,,,,
,872,573,1,《སྣར་》,བ།,,,,,,
,,574,2,《སྣར་》,བསམས།,,,,,,
,,575,3,《པེ་》《སྣར་》,རྒྱུའི་རྐྱོན།,,,,,,
,,576,4,《པེ་》《སྣར་》,mམ།,,,,,,
,,577,5,《སྣར་》,བཟུང་།,,,,,,
,,578,6,《པེ་》《སྣར་》,གིས།,,,,,,
,,579,7,《པེ་》《སྣར་》,གིས།,,,,,,
,,580,8,《སྣར་》,བཟུང་།,,,,,,
,873,581,1,《པེ་》《སྣར་》,པ་སྟེ།,,,,,,
,,582,2,《པེ་》《སྣར་》,pའདི།,,,,,,
,,583,3,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,584,4,《པེ་》,བཏག;《སྣར་》,བཏགས།,,,,,
,,585,5,《སྣར་》,རིག,,,,,,
,,586,6,《སྣར་》,གིས།,,,,,,
,,587,7,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,874,588,1,《ཅོ་》,ཞིག,,,,,,
,,589,2,《པེ་》《སྣར་》,འཇོགས།,,,,,,
,,590,3,《པེ་》《སྣར་》,ཞེའོ།,,,,,,
,,591,4,《སྣར་》,ཏེ།,,,,,,
,,592,5,《པེ་》《སྣར་》,གྲངས།,,,,,,
,,593,6,《པེ་》《སྣར་》,བྱེ།,,,,,,
,,594,7,《སྣར་》,བསྐལ་པ།,,,,,,
,,595,8,《པེ་》《སྣར་》,འགག,,,,,,
,875,596,1,《པེ་》《སྣར་》,འགག,,,,,,
,,597,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,598,3,《པེ་》《སྣར་》,mགང་།,,,,,,
,,599,4,《པེ་》《སྣར་》,དེར།,,,,,,
,,600,5,《སྣར་》,གཞི།,,,,,,
,,601,6,《པེ་》《སྣར་》,རྒྱུན།,,,,,,
,,602,7,《པེ་》《སྣར་》,mསྔ།,,,,,,
,876,603,1,《སྣར་》,བར།,,,,,,
,,604,2,《པེ་》《སྣར་》,ཚིག,,,,,,
,,605,3,《སྣར་》,ཀྱི།,,,,,,
,,606,4,《པེ་》《སྣར་》,ཚིག,,,,,,
,,607,5,《པེ་》,ཚིག,,,,,,
,,608,6,《པེ་》《སྣར་》,ཅིང་།,,,,,,
,,609,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,610,8,《སྣར་》,ཕྲལ།,,,,,,
,,611,9,《པེ་》《སྣར་》,སྤྱད།,,,,,,
,,612,10,《པེ་》《སྣར་》,དཔའ།,,,,,,
,877,613,1,《པེ་》《སྣར་》,mབ།,,,,,,
,,614,2,《པེ་》《སྣར་》,པའམ།,,,,,,
,,615,3,《པེ་》《སྣར་》,པའམ།,,,,,,
,,616,4,《པེ་》,གྱི།,,,,,,
,,617,5,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,878,618,1,《པེ་》《སྣར་》,རྣམ་པ།,,,,,,
,,619,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,620,3,《པེ་》《སྣར་》,མ།,,,,,,
,,621,4,《པེ་》,བྱ།,,,,,,
,,622,5,《པེ་》《སྣར་》,དཔྱད།,,,,,,
,,623,6,《པེ་》《སྣར་》,pམ།,,,,,,
,879,624,1,《པེ་》《སྣར་》,ཅུང་།,,,,,,
,,625,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,626,3,《པེ་》《སྣར་》,ཉིད།,,,,,,
,,627,4,《སྣར་》,བརྟག,,,,,,
,,628,5,《པེ་》《སྣར་》,ཅུང་།,,,,,,
,,629,6,《པེ་》,mལྷན་ཅིག,,,,,,
,,630,7,《པེ་》《སྣར་》,དེ།,,,,,,
,,631,8,《པེ་》《སྣར་》,པའོ།,,,,,,
,880,632,1,《ཅོ་》,mལྟ།,,,,,,
,,633,2,《པེ་》《སྣར་》,མ།,,,,,,
,,634,3,《ཅོ་》,mནི།,,,,,,
,,635,4,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,636,5,《པེ་》《སྣར་》,བར།,,,,,,
,,637,6,《པེ་》,བལྟོས།,,,,,,
,,638,7,《པེ་》,ཞེན།;《སྣར་》,ཞན།,,,,,
,,639,8,《པེ་》《སྣར་》,mཔ།,,,,,,
,,640,9,《པེ་》《སྣར་》,རྒྱུད།,,,,,,
,881,641,1,《སྣར་》,བརྟན།,,,,,,
,,642,2,《པེ་》《སྣར་》,བསྒོ།,,,,,,
,,643,3,《པེ་》《སྣར་》,གཉེན།,,,,,,
,,644,4,《པེ་》《སྣར་》,བསྒོ།,,,,,,
,,645,5,《པེ་》《སྣར་》,mཔ།,,,,,,
,,646,6,《པེ་》《སྣར་》,བསྒོ།,,,,,,
,,647,7,《པེ་》《སྣར་》,རྒྱུ།,,,,,,
,,648,8,《པེ་》《སྣར་》,བསྒོ།,,,,,,
,882,649,1,《པེ་》《སྣར་》,mཡང་།,,,,,,
,,650,2,《པེ་》《སྣར་》,བསྒོ།,,,,,,
,,651,3,《པེ་》《སྣར་》,བསྒོ།,,,,,,
,,652,4,《པེ་》《སྣར་》,ལ།,,,,,,
,,653,5,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,654,6,《སྣར་》,pན།,,,,,,
,,655,7,《པེ་》,སྒོ།,,,,,,
,,656,8,《པེ་》《སྣར་》,mཀྱི།,,,,,,
,,657,9,《པེ་》,སྒོ།,,,,,,
,883,658,1,《སྣར་》,བརྟེན།,,,,,,
,,659,2,《པེ་》《སྣར་》,དཔའ།,,,,,,
,,660,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,661,4,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,662,5,《པེ་》《སྣར་》,mཡང་།,,,,,,
,884,663,1,《སྣར་》,ཅིག,,,,,,
,,664,2,《པེ་》,འཇུག,,,,,,
,,665,3,《པེ་》《སྣར་》,གཅིག,,,,,,
,,666,4,《པེ་》《སྣར་》,mཉིད།,,,,,,
,885,667,1,《སྣར་》,བྱ་རྗོད།,,,,,,
,,668,2,《སྣར་》,ལས་བསྒོ།,,,,,,
,,669,3,《པེ་》《སྣར་》,པ་དེའི།,,,,,,
,,670,4,《པེ་》《སྣར་》,རྒྱུད་པ་རྫང་།,,,,,,
,,671,5,《པེ་》《སྣར་》,mཡང་།,,,,,,
,,672,6,《པེ་》《སྣར་》,རྒྱུད།,,,,,,
,,673,7,《པེ་》《སྣར་》,ཤིག,,,,,,
,,674,8,《པེ་》《སྣར་》,རག,,,,,,
,,675,9,《པེ་》《སྣར་》,mཔ།,,,,,,
,,676,10,《སྣར་》,ནར།,,,,,,
,,677,11,《སྣར་》,གྱིས།,,,,,,
,,678,12,《པེ་》《སྣར་》,རྗེང་།,,,,,,
,,679,13,《སྣར་》,ཀྱིས།,,,,,,
,,680,14,《པེ་》《སྣར་》,ལུང་།,,,,,,
,,681,15,《སྣར་》,ཐར།,,,,,,
,886,682,1,《པེ་》《སྣར་》,ལས་བལྟོས།,,,,,,
,,683,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,684,3,《པེ་》《སྣར་》,ནས།,,,,,,
,,685,4,《ཅོ་》,ཤིན།,,,,,,
,,686,5,《པེ་》《སྣར་》,དུརྦ།,,,,,,
,,687,6,《པེ་》《སྣར་》,mབལ།,,,,,,
,,688,7,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,887,689,1,《སྣར་》,ནོ།,,,,,,
,,690,2,《སྣར་》,ད།,,,,,,
,,691,3,《པེ་》《སྣར་》,ཕྲད།,,,,,,
,,692,4,《སྣར་》,mམ།,,,,,,
,,693,5,《པེ་》《སྣར་》,དུ།,,,,,,
,888,694,1,《པེ་》《སྣར་》,mཔ།,,,,,,
,,695,2,《པེ་》《སྣར་》,གཙོར།,,,,,,
,,696,3,《པེ་》《སྣར་》,mལ།,,,,,,
,,697,4,《སྣར་》,ཅད་ཀྱི་ཡིད་དེ།,,,,,,
,,698,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,699,6,《ཅོ་》,གཙོར།,,,,,,
,,700,7,《པེ་》《སྣར་》,པས།,,,,,,
,,701,8,《པེ་》《སྣར་》,ལོངས་སྤྱོད།,,,,,,
,889,702,1,《པེ་》《སྣར་》,ཅིག,,,,,,
,,703,2,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,704,3,《པེ་》《སྣར་》,གཞིའི།,,,,,,
,,705,4,《པེ་》《སྣར་》,རྣམས་ལ་རྣམ།,,,,,,
,,706,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,707,6,《པེ་》《སྣར་》,པར།,,,,,,
,,708,7,《པེ་》《སྣར་》,ནས།,,,,,,
,890,709,1,《པེ་》《སྣར་》,བསྒོ།,,,,,,
,,710,2,《པེ་》《སྣར་》,ན།,,,,,,
,,711,3,《པེ་》《སྣར་》,ན།,,,,,,
,,712,4,《པེ་》《སྣར་》,pདུ།,,,,,,
,,713,5,《པེ་》《སྣར་》,ནོ།,,,,,,
,891,714,1,《པེ་》《སྣར་》,mཀྱི།,,,,,,
,,715,2,《སྣར་》,པར།,,,,,,
,892,716,1,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,717,2,《པེ་》《སྣར་》,སྐད།,,,,,,
,,718,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,719,4,《པེ་》《སྣར་》,གཅོད།,,,,,,
,,720,5,《སྣར་》,རྟེན།,,,,,,
,,721,6,《པེ་》《སྣར་》,པའི།,,,,,,
,,722,7,《པེ་》《སྣར་》,བུ།,,,,,,
,,723,8,《སྣར་》,པར།,,,,,,
,,724,9,《སྣར་》,ཁུངས།,,,,,,
,,725,10,《སྣར་》,ཆད།,,,,,,
,893,726,1,《པེ་》《སྣར་》,mམི་འོང་པའི།,,,,,,
,,727,2,《སྣར་》,བཏན།,,,,,,
,,728,3,《སྣར་》,བར།,,,,,,
,,729,4,《པེ་》《སྣར་》,བརྟག,,,,,,
,,730,5,《སྣར་》,བཏགས།,,,,,,
,,731,6,《པེ་》《སྣར་》,རིགས།,,,,,,
,,732,7,《པེ་》《སྣར་》,རིག,,,,,,
,,733,8,《སྣར་》,ནས།,,,,,,
,,734,9,《སྣར་》,གྱིས།,,,,,,
,894,735,1,《པེ་》《སྣར་》,བ།,,,,,,
,,736,2,《སྣར་》,པོ།,,,,,,
,,737,3,《པེ་》《སྣར་》,mམ།,,,,,,
,,738,4,《པེ་》《སྣར་》,བསྐལ་པ།,,,,,,
,,739,5,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,740,6,《པེ་》《སྣར་》,མི།,,,,,,
,,741,7,《པེ་》《སྣར་》,mཉིད།,,,,,,
,,742,8,《པེ་》《སྣར་》,པོའི།,,,,,,
,,743,9,《པེ་》《སྣར་》,བས།,,,,,,
,895,744,1,《སྣར་》,བརྟེན།,,,,,,
,,745,2,《པེ་》《སྣར་》,བསྡུས།,,,,,,
,,746,3,《སྣར་》,འདྲེལ།,,,,,,
,,747,4,《པེ་》《སྣར་》,བཞིའི།,,,,,,
,,748,5,《པེ་》《སྣར་》,བཞིའི།,,,,,,
,,749,6,《སྣར་》,དེས།,,,,,,
,,750,7,《པེ་》《སྣར་》,བཞིར།,,,,,,
,,751,8,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,752,9,《པེ་》《སྣར་》,བསྒྲིབས།,,,,,,
,,753,10,《པེ་》《སྣར་》,སྦྲེལ།,,,,,,
,896,754,1,《པེ་》《སྣར་》,འགག,,,,,,
,,755,2,《པེ་》《སྣར་》,mཏེ།,,,,,,
,,756,3,《པེ་》,mམ།,,,,,,
,,757,4,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,758,5,《པེ་》《སྣར་》,བཞིའི།,,,,,,
,,759,6,《པེ་》,བཞི་པོ།;《སྣར་》,གཞི་པོ།,,,,,
,,760,7,《པེ་》《སྣར་》,བཞིའི།,,,,,,
,,761,8,《སྣར་》,གཞིའི་ལ།,,,,,,
,,762,9,《སྣར་》,སྲས།,,,,,,
,,763,10,《པེ་》《སྣར་》,mན།,,,,,,
,,764,11,《པེ་》《སྣར་》,mཞིག,,,,,,
,,765,12,《པེ་》《སྣར་》,pམི་སྡུག་པ་དང་།,,,,,,
,897,766,1,《པེ་》《སྣར་》,mཔ།,,,,,,
,,767,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,768,3,《པེ་》《སྣར་》,mམིག་གི་རྣམ་པར་ཤེས་པའམ།,,,,,,
,,769,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,770,5,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,771,6,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,772,7,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,773,8,《སྣར་》,གིས།,,,,,,
,,774,9,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,775,10,《སྣར་》,གྱིས།,,,,,,
,,776,11,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,777,12,《སྣར་》,བསྐྱེད།,,,,,,
,898,778,1,《ཅོ་》,གྱི།,,,,,,
,,779,2,《སྣར་》,རྒྱུ།,,,,,,
,,780,3,《པེ་》《སྣར་》,བརྟོགས།,,,,,,
,,781,4,《པེ་》《སྣར་》,འཇུག,,,,,,
,,782,5,《པེ་》《སྣར་》,mམ།,,,,,,
,,783,6,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,784,7,《སྣར་》,བཏོགས།,,,,,,
,,785,8,《པེ་》《སྣར་》,འཐོབ།,,,,,,
,,786,9,《སྣར་》,འདོག,,,,,,
,,787,10,《པེ་》,རྐྱོན།,,,,,,
,,788,11,《སྣར་》,ཀྱིས།,,,,,,
,899,789,1,《པེ་》《སྣར་》,pརྒྱུ།,,,,,,
,,790,2,《སྣར་》,བསྐལ་པ།,,,,,,
,,791,3,《ཅོ་》,ཏོ།,,,,,,
,,792,4,《པེ་》《སྣར་》,ལོན།,,,,,,
,,793,5,《པེ་》《སྣར་》,pརྒྱུ།,,,,,,
,,794,6,《པེ་》《སྣར་》,འོད་སྲུངས།;《ཅོ་》ངོ་བསྲུངས།,ངོ་བསྲུངས།,,,,,
,,795,7,《པེ་》《སྣར་》,pབཤད་པ།,,,,,,
,,796,8,《སྣར་》,གིས།,,,,,,
,,797,9,《པེ་》《སྣར་》,ཅུང་།,,,,,,
,,798,10,《སྣར་》,བསྐལ་པ།,,,,,,
,,799,11,《པེ་》《སྣར་》,pབུ།,,,,,,
,,800,12,《པེ་》《སྣར་》,ཅུང་།,,,,,,
,,801,13,《པེ་》,དེ་ཞེས་པ།;《སྣར་》,དེ་ཞེས་བྱ་བ།,,,,,
,,802,14,《པེ་》《སྣར་》,mགྱི།,,,,,,
,,803,15,《པེ་》,mལ།,,,,,,
,,804,16,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,805,17,《པེ་》《སྣར་》,ལས།,,,,,,
,,806,18,《སྣར་》,གྱིས།,,,,,,
,,807,19,《སྣར་》,བསྒོ།,,,,,,
,900,808,1,《སྣར་》,རགས།,,,,,,
,,809,2,《སྣར་》,ཀློག,,,,,,
,,810,3,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,811,4,《པེ་》《སྣར་》《ཅོ་》,pཔ།,,,,,,
,,812,5,《སྣར་》,ཅིག,,,,,,
,,813,6,《པེ་》《སྣར་》,བྱུང་བ།,,,,,,
,,814,7,《སྣར་》,བསྒོ།,,,,,,
,,815,8,《པེ་》《སྣར་》,ནི།,,,,,,
,,816,9,《པེ་》,གྱིས།,,,,,,
,,817,10,《སྣར་》,འགགས།,,,,,,
,,818,11,《པེ་》,གྱིས་བལྟ་བ།;《སྣར་》,གྱིས་བལྟ་པ།,,,,,
,901,819,1,《པེ་》《སྣར་》,mམ།,,,,,,
,,820,2,《པེ་》《སྣར་》,རྒྱུད།,,,,,,
,,821,3,《པེ་》《སྣར་》,གཞི།,,,,,,
,,822,4,《སྣར་》,བསོ།,,,,,,
,,823,5,《སྣར་》,བསོ།,,,,,,
,,824,6,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,825,7,《པེ་》《སྣར་》,འཇུག་བསྡུད།,,,,,,
,,826,8,《སྣར་》,གཞི།,,,,,,
,,827,9,《པེ་》《སྣར་》,པའི་འོ།,,,,,,
,,828,10,《པེ་》《སྣར་》,དག,,,,,,
,,829,11,《སྣར་》,འཇུག,,,,,,
,,830,12,《སྣར་》,ནི།,,,,,,
,,831,13,《པེ་》《སྣར་》,དག་གི།,,,,,,
,,832,14,《པེ་》《སྣར་》,གནས།,,,,,,
,902,833,1,《པེ་》《སྣར་》,བ་ནི།,,,,,,
,,834,2,《པེ་》《སྣར་》,mཡང་།,,,,,,
,,835,3,《སྣར་》,མཚུས།,,,,,,
,,836,4,《སྣར་》,པར།,,,,,,
,,837,5,《སྣར་》,པོའི།,,,,,,
,,838,6,《པེ་》《སྣར་》,pདང་།,,,,,,
,,839,7,《སྣར་》,སྟེན།,,,,,,
,,840,8,《པེ་》《སྣར་》,pནི།,,,,,,
,,841,9,《པེ་》,mདང་།,,,,,,
,903,842,1,《པེ་》《སྣར་》,འགག,,,,,,
,,843,2,《པེ་》,ཀྱིས།,,,,,,
,,844,3,《པེ་》《སྣར་》,འགགགས།,,,,,,
,,845,4,《སྣར་》,གྱིས།,,,,,,
,,846,5,《སྣར་》,ཀྱི།,,,,,,
,,847,6,《པེ་》《སྣར་》,གཉི་ག,,,,,,
,,848,7,《སྣར་》,གྱིས།,,,,,,
,904,849,1,《སྣར་》,གྱིས།,,,,,,
,,850,2,《པེ་》《སྣར་》,འཇུག,,,,,,
,,851,3,《སྣར་》,རབ།,,,,,,
,,852,4,《སྣར་》,བླངས།,,,,,,
,,853,5,《པེ་》《སྣར་》,pཞེས་བྱ་བ་ཡིན་ནོ།,,,,,,
,,854,6,《པེ་》《སྣར་》,pཔ།,,,,,,
,,855,7,《སྣར་》,པའི།,,,,,,
,905,856,1,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,857,2,《པེ་》《སྣར་》,mམ་འོངས་པའི་རྣམ་པར་ཤེས་པ་ཁོ་ན་ལས་འདུ་བྱེད་ཀྱི་རྐྱེན་གྱིས།,,,,,,
,,858,3,《པེ་》《སྣར་》,དེ།,,,,,,
,,859,4,《པེ་》《སྣར་》,mན།,,,,,,
,,860,5,《སྣར་》,ཀྱིས།,,,,,,
,,861,6,《པེ་》《སྣར་》,ན།,,,,,,
,,862,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,863,8,《སྣར་》,འཕོའི།,,,,,,
,906,864,1,《པེ་》《སྣར་》,གི།,,,,,,
,,865,2,《པེ་》《སྣར་》《ཅོ་》,བྱེ།,,,,,,
,,866,3,《པེ་》《སྣར་》,བལྟ།,,,,,,
,,867,4,《སྣར་》,mདེ།,,,,,,
,,868,5,《པེ་》,པ་རྣམས་པས།;《སྣར་》,པ་རྣམ་པ།,,,,,
